AutoID,Year,Date,ColonyName,Subcolony,DottingAreaNumber,CameraNumber,CardNumber,PhotoNumber,PQ,SpeciesCode,WBN,ChickNest,ChickNestw/outAdult,Brood,AbandNest,EmptyNest,PBN,Territory,Site,OtherBirds,Dotter,DateDotted,BestForBPE?,Notes,AdditionalNotes
842,2021,"06/15/21 00:00:00","Gaillard Island","Central Levee","88","2","1","03279","E","LAGU",0,0,0,0,0,0,0,0,7,2,"RSW","02/09/22 00:00:00","Y",,
843,2021,"06/15/21 00:00:00","Gaillard Island","Central Levee","87","2","1","03277","E","LAGU",0,0,0,0,0,0,0,0,31,4,"RSW","02/09/22 00:00:00","Y",,
844,2021,"06/15/21 00:00:00","Gaillard Island","West Island","95","2","1","02522","E","LAGU",0,0,0,0,0,0,0,0,8,9,"RSW","02/14/22 00:00:00","Y",,
845,2021,"06/15/21 00:00:00","Gaillard Island","West Island","96","2","1","02525","E","LAGU",0,0,0,0,0,0,0,0,22,38,"RSW","02/14/22 00:00:00","Y",,
846,2021,"06/15/21 00:00:00","Gaillard Island","West Island","96","2","1","02525","E","BRPE",0,0,0,0,0,0,0,0,0,2,"RSW","02/14/22 00:00:00","Y",,
847,2021,"06/15/21 00:00:00","Gaillard Island","West Island","97","2","1","03091","E","LAGU",0,0,0,0,0,0,0,0,0,10,"RSW","02/14/22 00:00:00","Y",,
848,2021,"06/15/21 00:00:00","Gaillard Island","West Island","98","2","1","02528","E","LAGU",0,0,0,0,0,0,0,0,29,9,"RSW","02/14/22 00:00:00","Y",,
849,2021,"06/15/21 00:00:00","Gaillard Island","West Island","99","2","1","02531","E","LAGU",0,0,0,0,0,0,0,0,4,11,"RSW","02/14/22 00:00:00","Y",,
850,2021,"06/15/21 00:00:00","Gaillard Island","West Island","100","2","1","03096","E","LAGU",0,0,0,0,0,0,0,0,19,14,"RSW","02/14/22 00:00:00","Y",,
851,2021,"06/15/21 00:00:00","Gaillard Island","West Island","101","2","1","03098","E","LAGU",0,0,0,0,0,0,0,0,29,15,"RSW","02/14/22 00:00:00","Y",,
852,2021,"06/15/21 00:00:00","Gaillard Island","West Island","102","2","1","03099","E","LAGU",0,0,0,0,0,0,0,0,22,15,"RSW","02/14/22 00:00:00","Y",,
853,2021,"06/15/21 00:00:00","Gaillard Island","West Island","103","2","1","02535","E","LAGU",0,0,0,0,0,0,0,0,15,22,"RSW","02/14/22 00:00:00","Y",,
854,2021,"06/15/21 00:00:00","Gaillard Island","West Island","104","2","1","02537","E","LAGU",0,0,0,0,0,0,0,0,30,22,"RSW","02/14/22 00:00:00","Y",,
855,2021,"06/15/21 00:00:00","Gaillard Island","West Island","105","2","1","02538","E","LAGU",0,0,0,0,0,0,0,0,24,13,"RSW","02/14/22 00:00:00","Y",,
856,2021,"06/15/21 00:00:00","Gaillard Island","West Island","105","2","1","02538","E","SNEG",0,0,0,0,0,0,0,0,0,1,"RSW","02/14/22 00:00:00","Y",,
857,2021,"06/15/21 00:00:00","Gaillard Island","West Island","106","2","1","02540","E","LAGU",0,0,0,0,0,0,0,0,25,15,"RSW","02/14/22 00:00:00","Y",,
858,2021,"06/15/21 00:00:00","Gaillard Island","West Island","107","2","1","02542","E","LAGU",0,0,0,0,0,0,0,0,10,12,"RSW","02/14/22 00:00:00","Y",,
859,2021,"06/15/21 00:00:00","Gaillard Island","West Island","108","2","1","02545","E","LAGU",0,0,0,0,0,0,0,0,33,20,"RSW","02/15/22 00:00:00","Y",,
860,2021,"06/15/21 00:00:00","Gaillard Island","West Island","109","2","1","02547","E","LAGU",0,0,0,0,0,0,0,0,27,53,"RSW","02/15/22 00:00:00","Y",,
861,2021,"06/15/21 00:00:00","Gaillard Island","West Island","109","2","1","02547","E","CANG",0,0,0,0,0,0,0,0,0,3,"RSW","02/15/22 00:00:00","Y",,
862,2021,"06/15/21 00:00:00","Gaillard Island","West Island","109","2","1","02547","E","BRPE",0,0,0,0,0,0,0,0,0,7,"RSW","02/15/22 00:00:00","Y",,
863,2021,"06/15/21 00:00:00","Gaillard Island","West Island","110","2","1","02549","E","LAGU",0,0,0,0,0,0,0,0,5,8,"RSW","02/15/22 00:00:00","Y",,
864,2021,"06/15/21 00:00:00","Gaillard Island","West Island","111","2","1","02551","E","LAGU",0,0,0,0,0,0,0,0,2,0,"RSW","02/15/22 00:00:00","Y",,
865,2021,"06/15/21 00:00:00","Gaillard Island","West Island","112","2","1","02555","E","LAGU",0,0,0,0,0,0,0,0,4,0,"RSW","02/15/22 00:00:00","Y",,
866,2021,"06/15/21 00:00:00","Gaillard Island","West Island","112","2","1","02555","E","WHIB",0,0,0,0,0,0,0,0,0,1,"RSW","02/15/22 00:00:00","Y",,
867,2021,"06/15/21 00:00:00","Gaillard Island","West Island","113","2","1","02561","E","LAGU",0,0,0,0,0,0,0,0,4,6,"RSW","02/15/22 00:00:00","Y",,
868,2021,"06/15/21 00:00:00","Gaillard Island","West Island","114","2","1","02572","E","LAGU",0,0,0,0,0,0,0,0,4,9,"RSW","02/15/22 00:00:00","Y",,
869,2021,"06/15/21 00:00:00","Gaillard Island","West Island","115","2","1","02573","E","LAGU",0,0,0,0,0,0,0,0,5,5,"RSW","02/15/22 00:00:00","Y",,
870,2021,"06/15/21 00:00:00","Gaillard Island","West Island","115","2","1","02573","E","CANG",0,0,0,0,0,0,0,0,0,15,"RSW","02/15/22 00:00:00","Y",,
871,2021,"06/15/21 00:00:00","Gaillard Island","West Island","116","2","1","02575","E","CANG",0,2,0,0,0,0,0,0,0,1,"RSW","02/15/22 00:00:00","Y","CANG C referencing Adults with chicks following them, not a visible site found.",
872,2021,"06/15/21 00:00:00","Gaillard Island","West Island","116","2","1","02575","E","LAGU",0,0,0,0,0,0,0,0,0,2,"RSW","02/15/22 00:00:00","Y",,
873,2021,"06/15/21 00:00:00","Gaillard Island","West Island","116","2","1","02575","E","WHIB",0,0,0,0,0,0,0,0,0,1,"RSW","02/15/22 00:00:00","Y",,
874,2021,"06/15/21 00:00:00","Gaillard Island","West Island","117","2","1","02578","E","LAGU",0,0,0,0,0,0,0,0,5,7,"RSW","02/15/22 00:00:00","Y",,
875,2021,"06/15/21 00:00:00","Gaillard Island","West Island","118","2","1","02581","E","LAGU",0,0,0,0,0,0,0,0,5,4,"RSW","02/16/22 00:00:00","Y",,
876,2021,"06/15/21 00:00:00","Gaillard Island","West Island","118","2","1","02581","E","WHIB",0,0,0,0,0,0,0,0,0,2,"RSW","02/16/22 00:00:00","Y",,
877,2021,"06/15/21 00:00:00","Gaillard Island","West Island","119","2","1","02583","E","LAGU",0,0,0,0,0,0,0,0,3,4,"RSW","02/16/22 00:00:00","Y",,
878,2021,"06/15/21 00:00:00","Gaillard Island","West Island","120","2","1","02584","E","LAGU",0,0,0,0,0,0,0,0,2,8,"RSW","02/16/22 00:00:00","Y",,
879,2021,"06/15/21 00:00:00","Gaillard Island","West Island","121","1","1","02994","E","LAGU",0,0,0,0,0,0,0,0,0,1,"RSW","02/16/22 00:00:00","Y",,
880,2021,"06/15/21 00:00:00","Gaillard Island","West Island","121","1","1","02994","E","CATE",0,0,0,0,0,0,0,0,0,1,"RSW","02/16/22 00:00:00","Y",,
881,2021,"06/15/21 00:00:00","Gaillard Island","West Island","122","1","1","02996","E","CATE",0,0,0,0,0,0,0,0,0,8,"RSW","02/16/22 00:00:00","Y",,
882,2021,"06/15/21 00:00:00","Gaillard Island","West Island","122","1","1","02996","E","LAGU",0,0,0,0,0,0,0,0,0,1,"RSW","02/16/22 00:00:00","Y",,
883,2021,"06/15/21 00:00:00","Gaillard Island","West Island","122","1","1","02996","E","NSHO",0,0,0,0,0,0,0,0,0,3,"RSW","02/16/22 00:00:00","Y",,
884,2021,"06/15/21 00:00:00","Gaillard Island","West Island","122","1","1","02996","E","UNWA",0,0,0,0,0,0,0,0,0,2,"RSW","02/16/22 00:00:00","Y",,
885,2021,"06/15/21 00:00:00","Gaillard Island","West Island","123","2","1","02586","E","CATE",0,0,0,0,0,0,0,0,48,5,"RSW","02/16/22 00:00:00","Y",,
886,2021,"06/15/21 00:00:00","Gaillard Island","West Island","123","2","1","02586","E","LAGU",0,0,0,0,0,0,0,0,27,34,"RSW","02/16/22 00:00:00","Y",,
887,2021,"06/15/21 00:00:00","Gaillard Island","West Island","124","2","1","02589","E","LAGU",0,0,0,0,0,0,0,0,11,27,"RSW","02/16/22 00:00:00","Y",,
888,2021,"06/15/21 00:00:00","Gaillard Island","West Island","125","2","1","02591","E","LAGU",0,0,0,0,0,0,0,0,14,25,"RSW","02/16/22 00:00:00","Y",,
889,2021,"06/15/21 00:00:00","Gaillard Island","West Island","125","2","1","02591","E","CATE",0,0,0,0,0,0,0,0,0,9,"RSW","02/16/22 00:00:00","Y",,
890,2021,"06/15/21 00:00:00","Gaillard Island","West Island","126","2","1","02593","E","LAGU",0,0,0,0,0,0,0,0,4,17,"RSW","02/16/22 00:00:00","Y",,
891,2021,"06/15/21 00:00:00","Gaillard Island","West Island","126","2","1","02593","E","CATE",0,0,0,0,0,0,0,0,0,1,"RSW","02/16/22 00:00:00","Y",,
892,2021,"06/15/21 00:00:00","Gaillard Island","West Island","127","2","1","02595","E","LAGU",0,0,0,0,0,0,0,0,17,21,"RSW","02/16/22 00:00:00","Y",,
893,2021,"06/15/21 00:00:00","Gaillard Island","West Island","128","2","1","02596","E","LAGU",0,0,0,0,0,0,0,0,3,5,"RSW","02/16/22 00:00:00","Y",,
894,2021,"06/15/21 00:00:00","Gaillard Island","West Island","128","2","1","02596","E","CANG",0,0,0,0,0,0,0,0,0,2,"RSW","02/16/22 00:00:00","Y",,
895,2021,"06/15/21 00:00:00","Gaillard Island","West Island","129","2","1","02597","E","LAGU",0,0,0,0,0,0,0,0,3,5,"RSW","02/16/22 00:00:00","Y",,
896,2021,"06/15/21 00:00:00","Gaillard Island","West Island","130","2","1","02598","E","LAGU",0,0,0,0,0,0,0,0,0,2,"RSW","02/16/22 00:00:00","Y",,
897,2021,"05/24/21 00:00:00","Gaillard Island","East Island","1","1","3","07806","E","BCNH",0,0,0,0,0,0,0,0,2,0,"RSW","01/14/22 00:00:00","Y","BCNH Dotted in May; not present in June",
898,2021,"05/24/21 00:00:00","Gaillard Island","East Island","1","1","3","07806","E","CAEG",0,8,0,0,0,0,0,0,117,5,"RSW","01/14/22 00:00:00","Y","CAEG present in both months, chicks out in June so chose May to dot for clearer sites.",
899,2021,"05/24/21 00:00:00","Gaillard Island","East Island","1","1","3","07806","E","TRHE",0,0,0,0,0,0,0,0,1,0,"RSW","01/14/22 00:00:00","Y",,
900,2021,"05/24/21 00:00:00","Gaillard Island","East Island","2","1","3","07811","E","BCNH",0,0,0,0,0,0,0,0,5,2,"RSW","01/14/22 00:00:00","Y",,
901,2021,"05/24/21 00:00:00","Gaillard Island","East Island","2","1","3","07811","E","CAEG",0,7,0,0,0,0,0,0,229,23,"RSW","01/14/22 00:00:00","Y",,
902,2021,"05/24/21 00:00:00","Gaillard Island","East Island","2","1","3","07811","E","GLIB",0,0,0,0,0,0,0,0,5,12,"RSW","01/14/22 00:00:00","Y",,
903,2021,"05/24/21 00:00:00","Gaillard Island","East Island","2","1","3","07811","E","TRHE",0,0,0,0,0,0,0,0,2,0,"RSW","01/14/22 00:00:00","Y",,
904,2021,"05/24/21 00:00:00","Gaillard Island","East Island","2","1","3","07811","E","WHIB",0,1,0,0,0,0,0,0,1,0,"RSW","01/14/22 00:00:00","Y",,
905,2021,"05/24/21 00:00:00","Gaillard Island","East Island","3","1","3","07819","E","BCNH",0,0,0,0,0,0,0,0,10,1,"RSW","01/14/22 00:00:00","Y",,
906,2021,"05/24/21 00:00:00","Gaillard Island","East Island","3","1","3","07819","E","CAEG",0,1,0,0,0,0,0,0,148,19,"RSW","01/14/22 00:00:00","Y",,
907,2021,"05/24/21 00:00:00","Gaillard Island","East Island","3","1","3","07819","E","GLIB",0,0,0,0,0,0,0,0,1,0,"RSW","01/14/22 00:00:00","Y",,
908,2021,"05/24/21 00:00:00","Gaillard Island","East Island","3","1","3","07819","E","ROSP",0,0,0,0,0,0,0,0,1,0,"RSW","01/14/22 00:00:00","Y",,
909,2021,"05/24/21 00:00:00","Gaillard Island","East Island","3","1","3","07819","E","TRHE",0,1,0,0,0,0,0,0,0,0,"RSW","01/14/22 00:00:00","Y",,
910,2021,"05/24/21 00:00:00","Gaillard Island","East Island","4","1","3","07824","E","BCNH",0,0,0,0,0,0,0,0,1,1,"RSW","01/14/22 00:00:00","Y",,
911,2021,"05/24/21 00:00:00","Gaillard Island","East Island","4","1","3","07824","E","CAEG",0,1,0,0,0,0,0,0,104,32,"RSW","01/14/22 00:00:00","Y",,
912,2021,"05/24/21 00:00:00","Gaillard Island","East Island","5","1","3","07829","E","BCNH",0,0,0,0,0,0,0,0,10,5,"RSW","01/18/22 00:00:00","Y",,
913,2021,"05/24/21 00:00:00","Gaillard Island","East Island","5","1","3","07829","E","CAEG",0,12,0,0,0,0,0,0,239,24,"RSW","01/18/22 00:00:00","Y",,
914,2021,"05/24/21 00:00:00","Gaillard Island","East Island","5","1","3","07829","E","GLIB",0,0,0,0,0,0,0,0,1,2,"RSW","01/18/22 00:00:00","Y",,
915,2021,"05/24/21 00:00:00","Gaillard Island","East Island","5","1","3","07829","E","ROSP",0,0,0,0,0,0,0,0,2,0,"RSW","01/18/22 00:00:00","Y",,
916,2021,"05/24/21 00:00:00","Gaillard Island","East Island","5","1","3","07829","E","TRHE",0,0,0,0,0,0,0,0,2,1,"RSW","01/18/22 00:00:00","Y",,
917,2021,"05/24/21 00:00:00","Gaillard Island","East Island","6","1","3","07837","E","BCNH",0,0,0,0,0,0,0,0,2,1,"RSW","01/18/22 00:00:00","Y",,
918,2021,"05/24/21 00:00:00","Gaillard Island","East Island","6","1","3","07837","E","CAEG",0,0,0,0,0,0,0,0,98,8,"RSW","01/18/22 00:00:00","Y",,
919,2021,"05/24/21 00:00:00","Gaillard Island","East Island","7","1","3","07844","E","BCNH",0,0,0,0,0,0,0,0,2,1,"RSW","01/18/22 00:00:00","Y",,
920,2021,"05/24/21 00:00:00","Gaillard Island","East Island","7","1","3","07844","E","CAEG",0,1,0,0,0,0,0,0,113,5,"RSW","01/18/22 00:00:00","Y",,
921,2021,"05/24/21 00:00:00","Gaillard Island","East Island","7","1","3","07844","E","GLIB",0,0,0,0,0,0,0,0,1,1,"RSW","01/18/22 00:00:00","Y",,
922,2021,"05/24/21 00:00:00","Gaillard Island","East Island","7","1","3","07844","E","ROSP",0,0,0,0,0,0,0,0,1,0,"RSW","01/18/22 00:00:00","Y",,
923,2021,"05/24/21 00:00:00","Gaillard Island","East Island","7","1","3","07844","E","TRHE",0,0,0,0,0,0,0,0,1,0,"RSW","01/18/22 00:00:00","Y",,
924,2021,"05/24/21 00:00:00","Gaillard Island","East Island","8","1","3","07849","E","BCNH",0,0,0,0,0,0,0,0,2,0,"RSW","01/18/22 00:00:00","Y",,
925,2021,"05/24/21 00:00:00","Gaillard Island","East Island","8","1","3","07849","E","CAEG",0,0,0,0,0,0,0,0,138,10,"RSW","01/18/22 00:00:00","Y",,
926,2021,"05/24/21 00:00:00","Gaillard Island","East Island","8","1","3","07849","E","TRHE",0,0,0,0,0,0,0,0,0,1,"RSW","01/18/22 00:00:00","Y",,
927,2021,"05/24/21 00:00:00","Gaillard Island","East Island","9","1","2","07855","E","BCNH",0,0,0,0,0,0,0,0,0,1,"RSW","01/18/22 00:00:00","Y",,
928,2021,"05/24/21 00:00:00","Gaillard Island","East Island","9","1","2","07855","E","DCCO",0,0,0,0,0,0,0,0,0,1,"RSW","01/18/22 00:00:00","Y",,
929,2021,"05/24/21 00:00:00","Gaillard Island","East Island","10","1","3","07856","E","BCNH",0,0,0,0,0,0,0,0,0,1,"RSW","01/18/22 00:00:00","Y",,
930,2021,"05/24/21 00:00:00","Gaillard Island","East Island","11","1","3","07861","E","DCCO",0,0,0,0,0,0,0,0,0,3,"RSW","01/18/22 00:00:00","Y",,
931,2021,"05/24/21 00:00:00","Gaillard Island","East Island","11","1","3","07861","E","GBHE",0,0,0,0,0,0,0,0,0,1,"RSW","01/18/22 00:00:00","Y",,
932,2021,"05/24/21 00:00:00","Gaillard Island","East Island","12","2","3","04615","E","BCNH",0,0,0,0,0,0,0,0,15,6,"RSW","01/19/22 00:00:00","Y",,
933,2021,"05/24/21 00:00:00","Gaillard Island","East Island","12","2","3","04615","E","CAEG",0,20,2,0,1,0,0,0,185,9,"RSW","01/19/22 00:00:00","Y",,
934,2021,"05/24/21 00:00:00","Gaillard Island","East Island","12","2","3","04615","E","GLIB",0,0,0,0,0,0,0,0,8,3,"RSW","01/19/22 00:00:00","Y",,
935,2021,"05/24/21 00:00:00","Gaillard Island","East Island","12","2","3","04615","E","TRHE",0,0,0,0,0,0,0,0,2,1,"RSW","01/19/22 00:00:00","Y",,
936,2021,"05/24/21 00:00:00","Gaillard Island","East Island","13","2","3","04617","E","BCNH",0,0,0,0,0,0,0,0,7,1,"RSW","01/19/22 00:00:00","Y",,
937,2021,"05/24/21 00:00:00","Gaillard Island","East Island","13","2","3","04617","E","CAEG",0,0,1,0,0,0,0,0,53,4,"RSW","01/19/22 00:00:00","Y",,
938,2021,"05/24/21 00:00:00","Gaillard Island","East Island","13","2","3","04617","E","GLIB",0,0,0,0,0,0,0,0,3,0,"RSW","01/19/22 00:00:00","Y",,
939,2021,"05/24/21 00:00:00","Gaillard Island","East Island","14","2","3","04621","E","BCNH",0,0,0,0,0,0,0,0,5,0,"RSW","01/20/22 00:00:00","Y",,
940,2021,"05/24/21 00:00:00","Gaillard Island","East Island","14","2","3","04621","E","CAEG",0,3,0,0,0,0,0,0,46,0,"RSW","01/20/22 00:00:00","Y",,
941,2021,"05/24/21 00:00:00","Gaillard Island","East Island","14","2","3","04621","E","GLIB",0,0,0,0,0,0,0,0,8,2,"RSW","01/20/22 00:00:00","Y",,
942,2021,"05/24/21 00:00:00","Gaillard Island","East Island","14","2","3","04621","E","TRHE",0,0,0,0,0,0,0,0,1,1,"RSW","01/20/22 00:00:00","Y",,
943,2021,"05/24/21 00:00:00","Gaillard Island","East Island","14","2","3","04621","E","WHIB",0,0,0,0,0,0,0,0,1,0,"RSW","01/20/22 00:00:00","Y",,
944,2021,"05/24/21 00:00:00","Gaillard Island","East Island","15","2","3","04584","E","BCNH",0,0,0,0,0,0,0,0,2,0,"RSW","01/31/22 00:00:00","Y",,
945,2021,"05/24/21 00:00:00","Gaillard Island","East Island","15","2","3","04584","E","CAEG",0,0,0,0,1,0,0,0,77,4,"RSW","01/31/22 00:00:00","Y",,
947,2021,"05/24/21 00:00:00","Gaillard Island","East Island","15","2","3","04584","E","GLIB",0,0,0,0,0,0,0,0,3,1,"RSW","01/31/22 00:00:00","Y",,
948,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"01","2","2","02430","E","GREG",0,0,0,0,0,0,0,0,3,1,"RSW","02/22/22 00:00:00","Y",,
949,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"02","2","2","02437","E","GREG",0,0,0,0,0,0,0,0,3,1,"RSW","02/22/22 00:00:00","Y",,
950,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"02","2","2","02437","E","LAGU",0,0,0,0,0,0,0,0,78,11,"RSW","02/22/22 00:00:00","Y",,
951,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"02","2","2","02437","E","TRHE",0,0,0,0,0,0,0,0,1,0,"RSW","02/22/22 00:00:00","Y",,
952,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"03","2","2","02442","E","GREG",0,0,0,0,0,0,0,0,14,1,"RSW","02/22/22 00:00:00","Y",,
953,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"03","2","2","02442","E","LAGU",0,0,0,0,0,0,0,0,53,5,"RSW","02/22/22 00:00:00","Y",,
954,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"03","2","2","02442","E","SNEG",0,0,0,0,0,0,0,0,2,4,"RSW","02/22/22 00:00:00","Y",,
955,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"03","2","2","02442","E","TRHE",0,0,0,0,0,0,0,0,0,3,"RSW","02/22/22 00:00:00","Y",,
956,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"04","2","2","02446","E","BCNH",0,0,0,0,0,0,0,0,2,0,"RSW","02/23/22 00:00:00","Y",,
957,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"04","2","2","02446","E","GREG",0,0,0,0,0,0,0,0,15,0,"RSW","02/23/22 00:00:00","Y",,
958,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"04","2","2","02446","E","LAGU",0,0,0,0,0,0,0,0,25,3,"RSW","02/23/22 00:00:00","Y",,
959,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"04","2","2","02446","E","ROSP",0,0,0,0,0,0,0,0,2,2,"RSW","02/23/22 00:00:00","Y",,
960,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"04","2","2","02446","E","SNEG",0,0,0,0,0,0,0,0,19,7,"RSW","02/23/22 00:00:00","Y",,
961,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"04","2","2","02446","E","TRHE",0,0,0,0,0,0,0,0,7,4,"RSW","02/23/22 00:00:00","Y",,
962,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"04","2","2","02446","E","WHIB",0,0,0,0,0,0,0,0,1,8,"RSW","02/23/22 00:00:00","Y",,
963,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"05","2","2","02448","E","BCNH",0,0,0,0,0,0,0,0,1,0,"RSW","02/23/22 00:00:00","Y",,
964,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"05","2","2","02448","E","GREG",0,0,0,0,0,0,0,0,4,1,"RSW","02/23/22 00:00:00","Y",,
965,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"05","2","2","02448","E","LAGU",0,0,0,0,0,0,0,0,21,8,"RSW","02/23/22 00:00:00","Y",,
966,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"05","2","2","02448","E","SNEG",0,0,0,0,0,0,0,0,17,6,"RSW","02/23/22 00:00:00","Y",,
967,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"05","2","2","02448","E","TRHE",0,0,0,0,0,0,0,0,8,0,"RSW","02/23/22 00:00:00","Y",,
968,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"05","2","2","02448","E","WHIB",0,0,0,0,0,0,0,0,3,1,"RSW","02/23/22 00:00:00","Y",,
969,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"06","2","2","02482","E","BCNH",0,0,0,0,0,0,0,0,2,1,"RSW","02/23/22 00:00:00","Y",,
970,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"06","2","2","02482","E","GREG",0,0,0,0,0,0,0,0,1,0,"RSW","02/23/22 00:00:00","Y",,
971,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"06","2","2","02482","E","LAGU",0,0,0,0,0,0,0,0,13,1,"RSW","02/23/22 00:00:00","Y",,
972,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"06","2","2","02482","E","SNEG",0,0,0,0,0,0,0,0,1,0,"RSW","02/23/22 00:00:00","Y",,
973,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"06","2","2","02482","E","TRHE",0,0,0,0,0,0,0,0,2,0,"RSW","02/23/22 00:00:00","Y",,
974,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"07","2","2","02480","E","BCNH",0,0,0,0,0,0,0,0,2,0,"RSW","02/23/22 00:00:00","Y",,
975,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"07","2","2","02480","E","GREG",0,0,0,0,0,0,0,0,14,2,"RSW","02/23/22 00:00:00","Y",,
976,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"07","2","2","02480","E","LAGU",0,0,0,0,0,0,0,0,10,4,"RSW","02/23/22 00:00:00","Y",,
977,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"07","2","2","02480","E","ROSP",0,0,0,0,0,0,0,0,0,1,"RSW","02/23/22 00:00:00","Y",,
978,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"07","2","2","02480","E","SNEG",0,0,0,0,0,0,0,0,4,0,"RSW","02/23/22 00:00:00","Y",,
979,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"07","2","2","02480","E","TRHE",0,0,0,0,0,0,0,0,9,2,"RSW","02/23/22 00:00:00","Y",,
980,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"07","2","2","02480","E","WHIB",0,0,0,0,0,0,0,0,4,2,"RSW","02/23/22 00:00:00","Y",,
981,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"08","2","2","02477","E","BCNH",0,0,0,0,0,0,0,0,3,0,"RSW","02/23/22 00:00:00","Y",,
982,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"08","2","2","02477","E","GREG",0,0,0,0,0,0,0,0,7,0,"RSW","02/23/22 00:00:00","Y",,
983,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"08","2","2","02477","E","LAGU",0,0,0,0,0,0,0,0,10,0,"RSW","02/23/22 00:00:00","Y",,
984,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"08","2","2","02477","E","SNEG",0,0,0,0,0,0,0,0,21,12,"RSW","02/23/22 00:00:00","Y",,
985,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"08","2","2","02477","E","TRHE",0,0,0,0,0,0,0,0,17,3,"RSW","02/23/22 00:00:00","Y",,
986,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"08","2","2","02477","E","WHIB",0,0,0,0,0,0,0,0,5,0,"RSW","02/23/22 00:00:00","Y",,
987,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"09","2","2","02468","E","BCNH",0,0,0,0,0,0,0,0,4,0,"RSW","02/24/22 00:00:00","Y",,
988,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"09","2","2","02468","E","GREG",0,0,0,0,0,0,0,0,13,0,"RSW","02/24/22 00:00:00","Y",,
989,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"09","2","2","02468","E","LAGU",0,0,0,0,0,0,0,0,42,8,"RSW","02/24/22 00:00:00","Y",,
990,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"09","2","2","02468","E","SNEG",0,0,0,0,0,0,0,0,39,2,"RSW","02/24/22 00:00:00","Y",,
991,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"09","2","2","02468","E","TRHE",0,0,0,0,0,0,0,0,27,3,"RSW","02/24/22 00:00:00","Y",,
992,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"10","2","2","02465","E","LAGU",0,0,0,0,0,0,0,0,22,6,"RSW","02/24/22 00:00:00","Y",,
993,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"10","2","2","02465","E","SNEG",0,0,0,0,0,0,0,0,11,0,"RSW","02/24/22 00:00:00","Y",,
994,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"10","2","2","02465","E","TRHE",0,0,0,0,0,0,0,0,10,0,"RSW","02/24/22 00:00:00","Y",,
995,2021,"06/17/21 00:00:00","Little Mud Grass Island Northeast",,"11","2","1","02461","E","LAGU",0,0,0,0,0,0,0,0,20,2,"RSW","02/24/22 00:00:00","Y",,
