AutoID,Year,Date,ColonyName,DottingAreaNumber,CameraNumber,CardNumber,PhotoNumber,PQ,SpeciesCode,WBN,ChickNestw/outAdult,AbandNest,EmptyNest,PBN,Site,Brood,OtherAdultsInColony,OtherImmInColony,Chicks/Nestlings,RoostingBirds,RoostingAdults,RoostingImmatures,UnknownAge,Dotter,DateDotted,BestForBPE?,Notes,AdditionalNotes
1033,2012,"05/27/12 00:00:00","Felicity Island","49","2","1","0621","E","LAGU",0,0,0,0,0,0,0,10,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1034,2012,"05/27/12 00:00:00","Felicity Island","49","2","1","0621","P","UNTE",0,0,0,0,0,0,0,70,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y","Large and small terns observed; likely ROYT, CATE, and SATE based on what has been observed at this colony.",
1035,2012,"05/27/12 00:00:00","Felicity Island","50","2","1","0622","E","BRPE",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1036,2012,"05/27/12 00:00:00","Felicity Island","50","2","1","0622","E","LAGU",0,0,0,0,0,0,0,10,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1037,2012,"05/27/12 00:00:00","Felicity Island","50","2","1","0622","E","LBHE",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1038,2012,"05/27/12 00:00:00","Felicity Island","50","2","1","0622","P","UNTE",0,0,0,0,0,0,0,62,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y","Large and small terns observed; likely ROYT, CATE, and SATE based on what has been observed at this colony.",
1039,2012,"05/27/12 00:00:00","Felicity Island","51","2","1","0624","E","BRPE",0,0,0,0,0,0,0,3,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1040,2012,"05/27/12 00:00:00","Felicity Island","51","2","1","0624","E","LAGU",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1042,2012,"05/27/12 00:00:00","Felicity Island","51","2","1","0624","P","UNTE",0,0,0,0,0,0,0,83,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y","Large and small terns observed; likely ROYT, CATE, and SATE based on what has been observed at this colony.",
1043,2012,"05/27/12 00:00:00","Felicity Island","52","2","1","0625","E","BRPE",0,0,0,0,0,0,0,6,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1044,2012,"05/27/12 00:00:00","Felicity Island","52","2","1","0625","E","LAGU",0,0,0,0,0,0,0,3,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1045,2012,"05/27/12 00:00:00","Felicity Island","52","2","1","0625","P","UNTE",0,0,0,0,0,0,0,101,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y","Large and small terns observed; likely ROYT, CATE, and SATE based on what has been observed at this colony.",
1046,2012,"05/28/12 00:00:00","Biloxi South 3","1","1","1","0593","E","LAGU",0,0,0,0,0,81,0,25,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y","2 LAGU Birds added to this area from Img 594, camera 1 card 1.",
1047,2012,"05/28/12 00:00:00","Biloxi South 3","1","1","1","0593","G","TRHE",0,7,0,0,0,41,0,16,0,33,0,0,0,0,"KMR","06/12/13 00:00:00","Y","1 TRHE Bird added to this area from Img 594, camera 1 card 1; creche of chicks likely came from some of the empty TRSN nests in this area.",
1048,2012,"05/28/12 00:00:00","Biloxi South 3","1","1","1","0593","G","SNEG",0,4,0,0,0,21,0,24,0,14,0,0,0,0,"KMR","06/12/13 00:00:00","Y"," 4 SNEG Birds + 1 SNEG Chick added to this area from Img 594, camera 1 card 1.",
1049,2012,"05/28/12 00:00:00","Biloxi South 3","1","1","1","0593","G","TRSN",0,0,0,14,0,0,0,0,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y","These sites are likely the source for some of the TRHE chicks in this area.",
1050,2012,"05/28/12 00:00:00","Biloxi South 3","1","1","1","0593","E","BCNH",0,0,0,0,0,0,0,2,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y"," 1 BCNH Bird added to this area from Img 594, camera 1 card 1.",
1051,2012,"05/28/12 00:00:00","Biloxi South 3","2","1","1","0589","E","LAGU",0,0,0,0,0,35,0,8,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1052,2012,"05/28/12 00:00:00","Biloxi South 3","2","1","1","0589","G","TRHE",0,7,0,0,0,56,0,2,0,28,0,0,0,0,"KMR","06/12/13 00:00:00","Y","Several TRHE Chicks in this area likely associated with the TRSN Empty Nests in this area.",
1053,2012,"05/28/12 00:00:00","Biloxi South 3","2","1","1","0589","E","SNEG",0,4,0,0,0,68,0,14,0,15,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1054,2012,"05/28/12 00:00:00","Biloxi South 3","2","1","1","0589","G","TRSN",0,0,0,11,0,0,0,0,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y","Most TRSN Empty Nests likely TRHE based on the number of Chicks seen away from nest sites.",
1055,2012,"05/28/12 00:00:00","Biloxi South 3","2","1","1","0589","E","BCNH",0,0,0,0,0,3,0,2,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1056,2012,"05/28/12 00:00:00","Biloxi South 3","2","1","1","0589","E","WHIB",0,0,0,0,0,27,0,2,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1057,2012,"05/28/12 00:00:00","Biloxi South 3","2","1","1","0589","E","LBHE",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1058,2012,"05/28/12 00:00:00","Biloxi South 3","2","1","1","0589","E","GREG",0,0,0,0,0,2,0,0,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1059,2012,"05/28/12 00:00:00","Biloxi South 3","3","1","1","0586","E","LAGU",0,0,0,0,0,46,0,13,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1060,2012,"05/28/12 00:00:00","Biloxi South 3","3","1","1","0586","E","TRHE",0,0,0,0,0,32,0,5,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1061,2012,"05/28/12 00:00:00","Biloxi South 3","3","1","1","0586","E","SNEG",0,1,0,0,0,19,0,2,0,2,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1062,2012,"05/28/12 00:00:00","Biloxi South 3","3","1","1","0586","G","TRSN",0,0,0,4,0,0,0,0,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1063,2012,"05/28/12 00:00:00","Biloxi South 3","3","1","1","0586","E","BCNH",0,0,0,0,0,6,0,0,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1064,2012,"05/28/12 00:00:00","Biloxi South 3","3","1","1","0586","E","WHIB",0,0,0,0,0,29,0,12,0,0,0,0,0,0,"KMR","06/12/13 00:00:00","Y",,
1066,2012,"05/28/12 00:00:00","Biloxi South 3","4","1","1","0583","E","LAGU",0,0,0,0,0,33,0,8,0,0,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1067,2012,"05/28/12 00:00:00","Biloxi South 3","4","1","1","0583","E","TRHE",0,8,0,0,0,50,0,3,0,12,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1068,2012,"05/28/12 00:00:00","Biloxi South 3","4","1","1","0583","E","SNEG",0,2,0,0,0,69,0,5,0,11,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1069,2012,"05/28/12 00:00:00","Biloxi South 3","4","1","1","0583","G","TRSN",0,0,0,14,0,0,0,0,0,0,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1070,2012,"05/28/12 00:00:00","Biloxi South 3","4","1","1","0583","E","BCNH",0,1,0,0,0,3,0,0,0,3,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1071,2012,"05/28/12 00:00:00","Biloxi South 3","4","1","1","0583","E","WHIB",0,0,0,0,0,49,0,1,0,0,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1072,2012,"05/28/12 00:00:00","Biloxi South 3","4","1","1","0583","G","LBHE",0,0,0,0,0,1,0,0,0,2,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1073,2012,"05/28/12 00:00:00","Biloxi South 3","4","1","1","0583","E","GREG",0,0,0,0,0,11,0,1,0,0,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1074,2012,"05/28/12 00:00:00","Biloxi South 3","5","1","1","0579","E","LAGU",0,0,0,0,0,92,0,33,0,0,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1075,2012,"05/28/12 00:00:00","Biloxi South 3","5","1","1","0579","E","TRHE",0,0,0,0,0,64,0,5,0,2,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1076,2012,"05/28/12 00:00:00","Biloxi South 3","5","1","1","0579","E","SNEG",0,0,0,0,0,48,0,13,0,5,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1077,2012,"05/28/12 00:00:00","Biloxi South 3","5","1","1","0579","E","BCNH",0,0,0,0,0,1,0,1,0,0,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1078,2012,"05/28/12 00:00:00","Biloxi South 3","5","1","1","0579","E","WHIB",0,0,0,0,0,68,0,28,0,2,0,0,0,0,"KMR","06/13/13 00:00:00","Y","Chicks observed 1/2 grown",
1079,2012,"05/28/12 00:00:00","Biloxi South 3","6","1","1","0575","E","LAGU",0,0,0,0,0,69,0,66,0,0,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1080,2012,"05/28/12 00:00:00","Biloxi South 3","6","1","1","0575","E","TRHE",0,2,0,0,0,36,0,5,0,4,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1081,2012,"05/28/12 00:00:00","Biloxi South 3","6","1","1","0575","E","SNEG",0,0,0,0,0,23,0,13,0,0,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1082,2012,"05/28/12 00:00:00","Biloxi South 3","6","1","1","0575","E","BCNH",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1083,2012,"05/28/12 00:00:00","Biloxi South 3","6","1","1","0575","E","WHIB",0,0,0,0,0,57,0,13,0,0,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1084,2012,"05/28/12 00:00:00","Biloxi South 3","7","1","1","0702","E","LAGU",0,0,0,0,0,2,0,0,0,0,0,0,0,0,"KMR","06/13/13 00:00:00","Y",,
1129,2012,"05/28/12 00:00:00","Biloxi South 3","15","1","1","0677","E","SNEG",0,0,0,0,0,1,0,1,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1130,2012,"05/28/12 00:00:00","Biloxi South 3","16","1","1","0675","E","LAGU",0,0,0,0,0,46,0,9,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1131,2012,"05/28/12 00:00:00","Biloxi South 3","16","1","1","0675","E","TRHE",0,0,0,0,0,30,0,4,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1132,2012,"05/28/12 00:00:00","Biloxi South 3","16","1","1","0675","E","SNEG",0,0,0,0,0,37,0,1,0,7,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1133,2012,"05/28/12 00:00:00","Biloxi South 3","16","1","1","0675","G","TRSN",0,0,1,0,0,0,0,0,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1134,2012,"05/28/12 00:00:00","Biloxi South 3","16","1","1","0675","E","WHIB",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1135,2012,"05/28/12 00:00:00","Biloxi South 3","17","1","1","0671","E","LAGU",0,0,0,0,0,30,0,2,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1136,2012,"05/28/12 00:00:00","Biloxi South 3","17","1","1","0671","E","TRHE",0,0,0,0,0,47,0,4,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1137,2012,"05/28/12 00:00:00","Biloxi South 3","17","1","1","0671","E","SNEG",0,0,0,0,0,14,0,5,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1138,2012,"05/28/12 00:00:00","Biloxi South 3","17","1","1","0671","E","BCNH",0,0,0,0,0,2,0,1,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1139,2012,"05/28/12 00:00:00","Biloxi South 3","18","1","1","0668","E","LAGU",0,0,0,0,0,9,0,1,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1140,2012,"05/28/12 00:00:00","Biloxi South 3","18","1","1","0668","E","TRHE",0,0,0,0,0,28,0,9,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1141,2012,"05/28/12 00:00:00","Biloxi South 3","18","1","1","0668","E","BCNH",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1142,2012,"05/28/12 00:00:00","Biloxi South 3","19","1","1","0666","E","LAGU",0,0,0,0,0,3,0,0,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1143,2012,"05/28/12 00:00:00","Biloxi South 3","19","1","1","0666","E","TRHE",0,0,0,0,0,19,0,3,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1144,2012,"05/28/12 00:00:00","Biloxi South 3","19","1","1","0666","E","SNEG",0,0,0,0,0,3,0,1,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1145,2012,"05/28/12 00:00:00","Biloxi South 3","19","1","1","0666","E","BCNH",0,0,0,0,0,2,0,0,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1146,2012,"05/28/12 00:00:00","Biloxi South 3","20","1","1","0663","E","LAGU",0,0,0,0,0,42,0,19,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1147,2012,"05/28/12 00:00:00","Biloxi South 3","20","1","1","0663","E","TRHE",0,0,0,0,0,48,0,7,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1148,2012,"05/28/12 00:00:00","Biloxi South 3","20","1","1","0663","E","SNEG",0,0,0,0,0,30,0,4,0,2,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1149,2012,"05/28/12 00:00:00","Biloxi South 3","20","1","1","0663","G","TRSN",0,0,1,1,0,0,0,0,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1150,2012,"05/28/12 00:00:00","Biloxi South 3","20","1","1","0663","E","BCNH",0,0,0,0,0,2,0,0,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1151,2012,"05/28/12 00:00:00","Biloxi South 3","21","1","1","0661","E","LAGU",0,0,0,0,0,39,0,11,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1152,2012,"05/28/12 00:00:00","Biloxi South 3","21","1","1","0661","E","TRHE",0,0,0,0,0,22,0,2,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1153,2012,"05/28/12 00:00:00","Biloxi South 3","21","1","1","0661","E","SNEG",0,0,0,0,0,9,0,0,0,2,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1154,2012,"05/28/12 00:00:00","Biloxi South 3","21","1","1","0661","E","BCNH",0,1,0,0,0,1,0,0,0,1,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1155,2012,"05/28/12 00:00:00","Biloxi South 3","22","1","1","0658","E","LAGU",0,0,0,0,0,18,0,1,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1156,2012,"05/28/12 00:00:00","Biloxi South 3","22","1","1","0658","E","TRHE",0,0,0,0,0,29,0,0,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1157,2012,"05/28/12 00:00:00","Biloxi South 3","22","1","1","0658","E","SNEG",0,0,0,0,0,8,0,2,0,0,0,0,0,0,"KMR","06/17/13 00:00:00","Y",,
1158,2012,"05/28/12 00:00:00","Biloxi South 3","23","1","1","0652","E","LAGU",0,0,0,0,0,11,0,1,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1159,2012,"05/28/12 00:00:00","Biloxi South 3","23","1","1","0652","E","TRHE",0,0,0,0,0,15,0,2,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1160,2012,"05/28/12 00:00:00","Biloxi South 3","24","1","1","0650","E","LAGU",0,0,0,0,0,88,0,23,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1161,2012,"05/28/12 00:00:00","Biloxi South 3","24","1","1","0650","E","TRHE",0,0,0,0,0,21,0,3,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1162,2012,"05/28/12 00:00:00","Biloxi South 3","24","1","1","0650","E","SNEG",0,0,0,0,0,2,0,0,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1163,2012,"05/28/12 00:00:00","Biloxi South 3","25","1","1","0649","E","LAGU",0,0,0,0,0,25,0,68,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1164,2012,"05/28/12 00:00:00","Biloxi South 3","25","1","1","0649","E","TRHE",0,0,0,0,0,7,0,1,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1165,2012,"05/28/12 00:00:00","Biloxi South 3","25","1","1","0649","E","SNEG",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1166,2012,"05/28/12 00:00:00","Biloxi South 3","25","1","1","0649","E","WHIB",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1167,2012,"05/28/12 00:00:00","Biloxi South 3","26","1","1","0561","E","LAGU",0,0,0,0,0,74,0,16,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1168,2012,"05/28/12 00:00:00","Biloxi South 3","26","1","1","0561","E","TRHE",0,0,0,0,0,23,0,6,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1169,2012,"05/28/12 00:00:00","Biloxi South 3","26","1","1","0561","E","SNEG",0,0,0,0,0,6,0,3,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1170,2012,"05/28/12 00:00:00","Biloxi South 3","27","1","1","0562","E","LAGU",0,0,0,0,0,51,0,12,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1171,2012,"05/28/12 00:00:00","Biloxi South 3","27","1","1","0562","E","TRHE",0,0,0,0,0,23,0,2,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1172,2012,"05/28/12 00:00:00","Biloxi South 3","27","1","1","0562","E","SNEG",0,0,0,0,0,9,0,2,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1173,2012,"05/28/12 00:00:00","Biloxi South 3","28","1","1","0566","E","LAGU",0,0,0,0,0,193,0,46,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1174,2012,"05/28/12 00:00:00","Biloxi South 3","28","1","1","0566","E","TRHE",0,0,0,0,0,10,0,5,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1175,2012,"05/28/12 00:00:00","Biloxi South 3","29","1","1","0569","E","LAGU",0,0,0,0,0,61,0,19,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1176,2012,"05/28/12 00:00:00","Biloxi South 3","29","1","1","0569","E","TRHE",0,0,0,0,0,4,0,0,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1177,2012,"05/28/12 00:00:00","Biloxi South 3","29","1","1","0569","E","SNEG",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1178,2012,"05/28/12 00:00:00","Biloxi South 3","30","1","1","0572","E","LAGU",0,0,0,0,0,30,0,16,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1179,2012,"05/28/12 00:00:00","Biloxi South 3","30","1","1","0572","E","TRHE",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1180,2012,"05/28/12 00:00:00","Biloxi South 3","31","1","1","0599","E","LAGU",0,0,0,0,0,9,0,13,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1181,2012,"05/28/12 00:00:00","Biloxi South 3","31","1","1","0599","E","TRHE",0,2,0,0,0,60,1,12,0,18,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1182,2012,"05/28/12 00:00:00","Biloxi South 3","31","1","1","0599","E","SNEG",0,1,0,0,0,60,0,16,0,19,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1183,2012,"05/28/12 00:00:00","Biloxi South 3","31","1","1","0599","E","BCNH",0,1,0,0,0,1,0,0,0,1,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1316,2012,"05/27/12 00:00:00","Grand Island Point","5","1","2","0788","E","BRPE",0,0,0,0,6,0,0,29,0,0,0,0,0,0,"KMR","06/21/13 00:00:00","Y",,
1317,2012,"05/27/12 00:00:00","Grand Island Point","5","1","2","0788","E","LAGU",0,0,0,0,0,37,0,78,0,0,0,0,0,0,"KMR","06/21/13 00:00:00","Y",,
1318,2012,"05/27/12 00:00:00","Grand Island Point","5","1","2","0788","G","TRHE",0,1,0,0,0,7,3,1,0,12,0,0,0,0,"KMR","06/21/13 00:00:00","Y",,
1319,2012,"05/27/12 00:00:00","Grand Island Point","5","1","2","0788","G","WHIB",0,0,0,0,0,0,2,0,0,6,0,0,0,0,"KMR","06/21/13 00:00:00","Y",,
1320,2012,"05/27/12 00:00:00","Grand Island Point","6","1","2","0789","E","BRPE",0,0,0,0,0,0,0,4,0,0,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1321,2012,"05/27/12 00:00:00","Grand Island Point","6","1","2","0789","E","LAGU",0,0,0,0,0,2,0,12,0,0,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1322,2012,"05/27/12 00:00:00","Grand Island Point","7","1","2","0812","E","BRPE",33,0,0,0,3,0,0,24,0,0,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1323,2012,"05/27/12 00:00:00","Grand Island Point","7","1","2","0812","E","LAGU",0,0,0,0,0,28,0,71,0,0,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1324,2012,"05/27/12 00:00:00","Grand Island Point","7","1","2","0812","G","TRHE",0,4,0,0,0,29,3,3,0,36,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1325,2012,"05/27/12 00:00:00","Grand Island Point","7","1","2","0812","E","WHIB",0,0,0,0,0,3,0,0,0,0,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1326,2012,"05/27/12 00:00:00","Grand Island Point","7","1","2","0812","E","ROYT",0,0,0,0,0,11,0,5,0,0,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1327,2012,"05/27/12 00:00:00","Grand Island Point","7","1","2","0812","E","SATE",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1328,2012,"05/27/12 00:00:00","Grand Island Point","7","1","2","0812","E","FOTE",0,0,0,0,0,0,0,2,0,0,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1329,2012,"05/27/12 00:00:00","Grand Island Point","8","1","2","0805","E","BRPE",9,0,0,0,15,0,0,31,0,0,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1330,2012,"05/27/12 00:00:00","Grand Island Point","8","1","2","0805","E","LAGU",0,0,0,0,0,26,0,20,0,0,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1331,2012,"05/27/12 00:00:00","Grand Island Point","8","1","2","0805","G","TRHE",0,3,0,0,0,53,11,12,0,56,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1332,2012,"05/27/12 00:00:00","Grand Island Point","8","1","2","0805","E","WHIB",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1333,2012,"05/27/12 00:00:00","Grand Island Point","8","1","2","0805","E","BCNH",0,0,0,0,0,1,0,1,0,0,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1334,2012,"05/27/12 00:00:00","Grand Island Point","9","1","2","0804","E","BRPE",10,0,0,0,11,0,0,27,0,0,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1335,2012,"05/27/12 00:00:00","Grand Island Point","9","1","2","0804","E","LAGU",0,0,0,0,0,27,0,32,0,0,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1336,2012,"05/27/12 00:00:00","Grand Island Point","9","1","2","0804","G","TRHE",0,1,0,0,0,4,0,1,0,1,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1337,2012,"05/27/12 00:00:00","Grand Island Point","9","1","2","0804","E","ROYT",0,0,0,0,0,0,0,2,0,0,0,0,0,0,"KMR","06/22/13 00:00:00","Y",,
1184,2012,"05/28/12 00:00:00","Biloxi South 3","31","1","1","0599","E","LBHE",0,0,0,0,0,1,0,0,0,2,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1185,2012,"05/28/12 00:00:00","Biloxi South 3","32","1","1","0601","E","LAGU",0,0,0,0,0,26,0,4,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1186,2012,"05/28/12 00:00:00","Biloxi South 3","32","1","1","0601","E","TRHE",0,0,0,0,0,59,0,7,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1187,2012,"05/28/12 00:00:00","Biloxi South 3","32","1","1","0601","E","SNEG",0,0,0,0,0,43,0,6,0,4,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1188,2012,"05/28/12 00:00:00","Biloxi South 3","32","1","1","0601","E","BCNH",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1189,2012,"05/28/12 00:00:00","Biloxi South 3","33","1","1","0605","E","LAGU",0,0,0,0,0,7,0,5,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1190,2012,"05/28/12 00:00:00","Biloxi South 3","33","1","1","0605","E","TRHE",0,0,0,0,0,14,0,6,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1191,2012,"05/28/12 00:00:00","Biloxi South 3","33","1","1","0605","E","SNEG",0,0,0,0,0,2,0,0,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1192,2012,"05/28/12 00:00:00","Biloxi South 3","33","1","1","0605","E","BCNH",0,2,0,0,0,2,0,3,0,2,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1193,2012,"05/28/12 00:00:00","Biloxi South 3","34","1","1","0609","E","LAGU",0,0,0,0,0,11,0,5,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1194,2012,"05/28/12 00:00:00","Biloxi South 3","34","1","1","0609","E","TRHE",0,0,0,0,0,27,0,1,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1195,2012,"05/28/12 00:00:00","Biloxi South 3","34","1","1","0609","E","SNEG",0,0,0,0,0,20,0,6,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1196,2012,"05/28/12 00:00:00","Biloxi South 3","34","1","1","0609","P","TRSN",0,0,1,0,0,0,0,0,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y","BCNH also nesting in the vicinity, although TRHE and SNEG are much more abundant.",
1197,2012,"05/28/12 00:00:00","Biloxi South 3","34","1","1","0609","E","BCNH",0,1,0,0,0,5,0,1,0,3,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
1198,2012,"05/28/12 00:00:00","Biloxi South 3","35","1","1","0615","E","LAGU",0,0,0,0,0,44,0,89,0,0,0,0,0,0,"KMR","06/18/13 00:00:00","Y",,
