ID,Latitude,Longitude,Dotter,Dotter'sColonyNumber,ColonyName,Habitat,Oil,Notes,AdditionalNotes
7,"29.2054","-89.3549","MWP","7","Birdsfoot West 1","marsh island","N","WHIB and some DAIB; 100% coveage of ibis areas as best can tell from overviews",
8,"30.5063","-88.0362","MWP","8","Gaillard Island","dredge island","Y","oil seen in water near island; veg and bare ground on island; used overviews to get complete coverage; about 25% of ibis area needed to be counted in overview photos; terns had chicks and were wondering considerably;BRPE ranged from large chicks to WBN;","probably under counted terns by 5% to 10%"
9,"29.0505","-90.9266","MWP","9","Raccoon Island","barrier island","N","near 100% coverage using overviews - especially for an area of BLSK, some BRPE and roosting birds; large tern groups with some wandering chicks; some LAGU missed due to lack of coverage;","LAGU 90% coverage; terns 95-98% covered"
10,"30.6686","-88.0125","MWP","10","Battery McIntosh","marshy island","N","100% coverage although vegetation probably prevented some birds from being seen especially LAGU",
11,"29.3261","-89.8319","MWP","11","Barataria Bay 4","marsh and shrub island","N","roost area only; 100% coverage",
12,"29.4955","-89.1742","MWP","12","Breton Island","veg. and bare/sandy islands","N","one large area of terns missed and potentially 3,000-5,000 sites were missed; one large LAGU area within the ""circle"" island was missed and probably a few BRPE were missed; roosts estimated from overviews; wandering terns and BRPE throughout colony;",
13,"29.3043","-89.9592","MWP","13","Queen Bess Island","grassy marsh, grassy/rip rap/ sandy levees","N","100% coverage of levees; about 90 to 95% coverage of marsh areas. Good counts even for TRHE",
14,"27.5522","-82.6000","MWP","14","Bird Key Terra Ceia","mangrove island","N","100% coverage using overviews; about 10% of colony counted in overview photos",
15,"27.6503","-82.5462","MWP","15","Piney Point Mangroves","mangrove island","N","100% coverage using some overview photos; approx. 85 WHIB sites counted in overviews and prob. An underestimate",
16,"27.8469","-82.4150","MWP","16","Sunken Island","mangrove island","N","used overviews in areas where BRPE were spotty to get 100% coverage. As usual nests/birds may be missed due to vegetation",
17,"27.8246","-82.4343","MWP","17","Hillsborough Channel Spoil Island","sandy island","N","small numbers of terns/skimmers may have been missed but overviews not sufficient to accurately determine. However, appears coverage was very close to 100%",
18,"27.8020","-82.7618","MWP","18","Dog Leg Key","mangrove island","N","wandering egret chicks and large BRPE chicks; coverage near or at 100%",
19,"27.7930","-82.7775","MWP","19","Little Bird Key North","mangrove island","N","100% coverage using some overviews to complete coverage",
20,"27.7058","-82.7351","MWP","20","Little McPherson Bayou Island","mangrove island","N","100% coverage using some overviews to complete coverage",
21,"27.6852","-82.7169","MWP","21","Little Bird Key South","mangrove island","N","needed to use overview camera and species determination was difficult; good coverage but couldn't tell species in most cases",
22,"27.6692","-82.7175","MWP","22","Jackass Key","mangrove island","N","small number of DCCO nests and GBHE nests counted in overviews; otherwise good coverage with main camera",
23,"27.9144","-82.8408","MWP","23","Pelican Island Tampa Bay","mangrove island","N","100% coverage with only a couple of nests dotted using overviews",
24,"27.9660","-82.8146","MWP","24","Clearwater Harbor Island","mangrove island","N","100% coverage; small area counted using overview photos",
25,"27.9707","-82.8038","MWP","25","Clearwater Harbor Wreck","old pier/dock","N","roost for DCCO",
26,"28.0380","-82.7946","MWP","26","Sand Keys","barrier island","N","overviews utilized for coverage",
27,"28.0731","-82.7831","MWP","27","Sutherland Bayou Spoil Island","barrier island","N","100% coverage using overviews and main camera photos",
28,"28.0754","-82.8000","MWP","28","Saint Joseph Sound Spoil Island","mangrove/barrier island","N","100% coverage with overview used for roosting birds and a small number ~10 DCCO nests",
29,"28.1138","-82.8390","MWP","29","3 Rooker Key","barrier island","N","very good coverage -- very close if not 100% coverage for all species",
30,"28.1739","-82.8046","MWP","30","Bird Key Anclote River","mangrove island","N","expected more birds but just 1 GBHE",
31,"28.6528","-82.6868","MWP","31","Crawl Key","mangrove island","N","100% coverage",
32,"28.6738","-82.6860","MWP","32","Bird Island Chassahowitzka Reefs","mangrove island","N","100% coverage; large greg and dcco chicks unattended but in nests still",
33,"28.7776","-82.7336","MWP","33","Homosassa Point Key","mangrove island","N","very good coverage; birds still on nests",
34,"28.8004","-82.7501","MWP","34","Saint Martins Key B","mangrove island","N","100% coverage",
35,"28.7990","-82.7370","MWP","35","Saint Martins Key C","mangrove island","N","used overviews to complete coverage",
36,"28.8004","-82.7555","MWP","36","Saint Martins Key A","mangrove island","N","used overviews to complete coverage - especially of roosting MAFR; several empty DCCO documented but these may have already fledged",
37,"28.8777","-82.7009","MWP","37","Bird Keys Crystal Bay","mangrove island","N","quite a few empty nests documented but could be GREG or DCCO -- these may have already fledged; good coverage of colony",
38,"28.9423","-82.7817","MWP","38","Crystal River Energy Canal Spoil","sandy breakwater","N","good photos and coverage but may have missed a very small number of LETE due to small size of birds",
39,"29.0969","-83.0661","MWP","39","Seahorse Key","mangrove island with ""palm"" trees","N","coverage about 70% with main camera; used overview to fill in and photos were very adequate to use for this purpose",
40,"25.7025","-81.3542","MWP","40","Pavillion Key","mangrove island","N","good coverage but only 1 roosting BRPE in photos; no screen captures made",
41,"25.8486","-82.4130","MWP","41","Chocoloskee Bay Islet","mangrove islands","N","series of small mangrove islands; coverage good except 3 small islands were only covered with overview; large chicks in nests some unattended by adults",
42,"25.8794","-81.4975","MWP","42","Fakahatchee Bay Islet","mangrove island","N","GREG WBN with good coverage; no other species documented",
43,"25.8389","-81.6674","MWP","43","Second Chance Critical Wildlife Area","sandy island","N","no screen captures; tern and BRPE roost only",
44,"25.9549","-81.7528","MWP","44","Marco Island","sandy island","N","complete coverage of blsk sites but may not have complete coverage of roosting terns/gulls",
45,"26.4243","-81.8933","MWP","45","Ostego Bay Islet North","mangrove island","N","good coverage; large GREG chicks in nests unattended; BRPE on nests",
46,"26.4226","-81.8953","MWP","46","Ostego Bay Islet South","mangrove island","N","small colony with complete coverage",
47,"26.4113","-81.8549","MWP","47","Black Key South Islet","mangrove island","N","small island with complete coverage",
48,"26.3885","-81.8592","MWP","48","East Long Key Islet","mangrove island","N","very small island with complete coverage",
49,"26.3531","-81.8415","MWP","49","Big Hickory Bay Islet","mangrove island","N","very small island with complete coverage; several empty nests that probably fledged?",
50,"26.3684","-81.8467","MWP","50","Estero Preserve Long Island","mangrove island","N","very small island with complete coverage; very small number of nests from a variety of species",
51,"26.4609","-81.9571","MWP","51","Matanzas Pass Spoil Island","shrub/bush island","N","main BRPE and GREG nesting areas has excellent coverage; DCCO nesting area covered in overview photo but probably 95% coverage",
52,"26.4565","-82.0755","MWP","52","Tarpon Bay Island","5 shrub islands","N","islands 2 and  5 covered in overview; GREG had large chicks in nests. 100% coverage using overviews",
53,"26.4939","-82.1020","MWP","53","Pine Island Sound 3","shrub island","N","100% coverage of all species; unable to identify empty nests",
54,"26.4945","-82.1043","MWP","54","Pine Island Sound 2","shrub/tree island","N","100% coverage",
55,"26.4979","-82.1124","MWP","55","Pine Island Sound 1","shrub/tree island","N","100% coverage of nesting area; very small number of MAFR roost covered in overview",
56,"26.5065","-82.1126","MWP","56","Clam Key","shrub/tree island","N","no screen captures made; 100% coverage",
57,"26.5592","-82.0712","MWP","57","Matlacha Pass National Wildlife Refuge","shrub/tree island","N","no screen captures made; 100% coverage",
58,"26.5126","-82.0330","MWP","58","Bird Island Matlacha Pass","shrub/tree island","N","100% coverage of all species",
59,"26.5100","-82.0250","MWP","59","Okeechobee Waterway Spoil Island","shrub/tree island","N","100% coverage of all species nesting",
60,"26.5145","-82.0549","MWP","60","Givney Key","shrub/tree island","N","100% coverage",
61,"26.6005","-82.1524","MWP","61","Hemp Key","sand island with small shrubs","N","100% coverage",
62,"26.7867","-82.1875","MWP","62","Turtle Bay Island","shrub island","N","100% coverage",
63,"26.7967","-82.2295","MWP","63","Cape Haze Islet","shrub island","N","100% coverage",
64,"26.7904","-82.2462","MWP","64","Gasparilla Sound Spoil Island","shrub/tree island with sandy spit","N","100% coverage with roost birds counted as well",
65,"26.9289","-82.3511","MWP","65","Lemon Bay Spoil Island","shrub island","N","100% coverage",
66,"26.8968","-82.3409","MWP","66","Stump Pass","sandy beach","N","no screen captures taken; only partial coverage of roosting terns; unknown % complete due to poor overviews",
67,"27.1412","-82.4719","MWP","67","Blackburn Bay Island South","shrub island","N","100% coverage",
68,"27.1515","-82.4751","MWP","68","Blackburn Bay Island North","shrub/tree island","N","100% coverage",
69,"27.1739","-82.4921","MWP","69","Dryman Bay Island","shrub island with sand spit","N","100% coverage",
70,"27.2087","-82.5038","MWP","70","Bird Keys Islet","shrub/tree island","N","100% coverage",
71,"27.2936","-82.5443","MWP","71","Edwards Islands Southeast","3 shrub/tree islands","N","100% coverage",
72,"27.4330","-82.6753","MWP","72","Longbeach Islet","shrub/tree island","N","100% coverage",
73,"27.4620","-82.6824","MWP","73","Cortez Island","shrub/tree island","N","100% coverage from overviews and poor photos. This is clearly an underestimate. Best guess is that 80% of nests counted for all species",
74,"27.5793","-82.7596","MWP","74","Egmont Key","sand/grassy island","N","terns chicks wandering in sections; others still at nest sites. 100% coverage using overviews but I would estimate 10 to 15% underestimate on tern species",
75,"25.1122","-80.8786","MWP","75","Palm Key","shrub/tree island","N","100% coverage",
76,"25.0325","-80.8786","MWP","76","Man of War Key","shrub/tree island","N","no screen captures; 100% coverage",
77,"25.0799","-80.9284","MWP","77","Clive Key","grassy/shrub/tree island","N","100% coverage",
78,"25.1040","-80.9514","MWP","78","Oyster Keys","shrub/tree island","N","100% coverage",
79,"25.1062","-80.9114","MWP","79","Frank Key","shrub/tree island","N","no screen capture; 100% coverage",
80,"25.0390","-81.0174","MWP","80","Carl Ross Key","shrub/tree island","N","100% coverage; MWP80 also used for Sandy Key [PJC Oct. 22]",
81,"25.0416","-80.8017","MWP","81","Dead Terrapin Key","shrub/tree island","N","100% coverage",
82,"24.9916","-80.8297","MWP","82","Rabbit Key","grassy/shrub island","N","100% coverage",
83,"24.9316","-80.8274","MWP","83","Upper Arsnicker Key","shrub/tree island","N","100% coverage",
84,"24.9203","-80.8269","MWP","84","Lower Arsnicker Key","shrub/tree island","N","100% coverage",
85,"24.7265","-81.0759","MWP","85","Rachel Key","shrub island","N","100% coverage",
86,"25.1092","-80.5646","MWP","86","Bob Key","shrub/sand? Island","N","100% coverage",
87,"24.7868","-81.3457","MWP","87","Water Key Mangroves","shrub island","N","100% coverage",
88,"24.7931","-80.9153","MWP","88","Channel Key","shrub/grassy island","N","100% coverage",
89,"24.8507","-80.7444","MWP","89","Veterans Key","shrub/tree island","N","100% coverage",
90,"24.9129","-80.7437","MWP","90","Peterson Key","shrub/tree island","N","100% coverage",
91,"24.9199","-80.7752","MWP","91","Buchanan Keys","shrub/tree island","N","100% coverage",
92,"25.008","-80.5631","MWP","92","Cowpens Cut Key","shrub/tree island","N","100% coverage",
93,"25.0925","-80.4555","MWP","93","Pelican Key","shrub/tree island","N","100% coverage",
94,"25.1091","-80.5649","MWP","94","Bob Key","shrub island","N","100% coverage",
95,"25.1802","-80.4893","MWP","95","Duck Key","shrub/tree island","N","100% coverage",
96,"24.6335","-81.7632","MWP","96","Bay Keys","shrub/tree island","N","100% coverage",
97,"24.6030","-81.9211","MWP","97","Cottrell Key","shrub/tree island","N","100% coverage",
98,"24.5328","-82.0043","MWP","98","Boca Grande Key","sand island with small very sparse shrubs","N","100% coverage of DCCO; tern species have an estimated 90-95% coverage",
99,"24.5700","-82.1300","MWP","99","Marquesas Keys","sandy beach","N","no screen captures; 100% coverage of roosting birds",
100,"24.6478","-82.8529","MWP","100","Hospital Key","sand island","N","100% coverage",
101,"24.6281","-82.8637","MWP","101","Bush and Long Keys","sand with sparse low plants/grass and small shrubs","N","good coverage but needed to use overviews to fill in; estimate 90-95% coverage of SOTE and BRNO; 100% coverage of ROST",
102,"29.2832","-94.8918","MWP","102","Jigsaw Island","sand with sparse low plants/grass","N","100% coverage",
103,"29.2975","-94.9395","MWP","103","Kanaloa Spoil North","sand with sparse low shrubs","N","100% coverage",
104,"29.5364","-94.8052","MWP","104","Smith Point Island","sand with sparse low shrubs","N","100% coverage",
105,"29.4282","-94.7638","MWP","105","Evia Island","sand/grass/low shrubs with rip rap area","N","100% coverage; tern, gull and pelican chicks wandering making estimates of sites challenging; although 100% coverage probably an underestimate due to stage of nesting with wandering chicks",
117,"27.8516","-97.4788","PJC","35","West Nueces Bay 51W D","shrubs","N","coverage good",
120,"27.8533","-97.4828","PJC","38","West Nueces Bay 51W A","shrubs","N","coverage good",
121,"27.8580","-97.4906","PJC","39","West Nueces Bay 51W P","shrubs","N","coverage good",
122,"27.8630","-97.4902","PJC","40","Skimmer Island Nueces Bay",,"N","no nesting birds detected",
123,"27.8154","-97.1908","PJC","43","CC Channel Spoil East","shrubs","N","coverage good",
124,"28.3968","-96.7229","PJC","59","Seadrift Island B","grass/low shrubs/sand","N",,
125,"28.3888","-96.7258","PJC","60","Seadrift Island C","sand w. patchy veg.","N",,
126,"28.2984","-96.6223","PJC","61","South Pass Island A","sand w. patchy veg.","N",,
127,"28.2961","-96.6213","PJC","62","South Pass Island B","sand w. patchy veg.","N",,
128,"29.1992","-90.4484","PJC","65","Terrebonne Bay 2","small oil platform","N","loafing birds",
129,"29.2490","-90.3960","PJC","66","Terrebonne Bay 3","intertidal beach","N","loafing birds",
130,"29.2164","-90.3540","PJC","67","Terrebonne Bay 4","wood pilings","N","loafing birds",
131,"29.2029","-90.3525","PJC","68","Terrebonne Bay 5","sandbar that used to be an island","N","loafing birds",
132,"29.0600","-90.4465","PJC","69","Terrebonne Bay 7","mudflats","N","loafing birds",
133,"28.6534","-96.2272","PJC","70","Coon Island","sand w. patchy, dry veg.","N","coverage good",
134,"28.7315","-95.7605","PJC","71","Dressing Point","grass/low shrubs/some beach","N","larger island",
135,"28.5992","-96.5617","PJC","72","Lavaca Bay Spoils E","low shrubs","N","larger island; rough estimates tallied from close-ups and shown on Ovs; all 3 White Egret spp. present",
136,"30.0909","-89.2318","SLF","24","Biloxi North 4",,"N","a single FOTE sitting, but additional habitat available if phenology was later at this island",
137,"29.1636","-90.0932","SLF","40","Barataria Bay 8",,"N","loafers on non-breeding, wet-sand habitat",
138,"29.1376","-90.1323","SLF","41","Barataria Bay 9",,"N","loafers on non-breeding, wet-sand habitat",
118,"27.8523","-97.4772","PJC","36","West Nueces Bay 51W J","shrubs/artificial platforms","N","coverage good",
119,"27.8590","-97.4930","PJC","37","West Nueces Bay 51W K","shrubs/beach/artificial platforms","N","coverage good",
139,"29.1181","-90.1650","SLF","42","Barataria Bay 10",,"N","loafers on non-breeding, wet-sand habitat",
