AutoID,Year,Date,ColonyName,Latitude,Longitude,DottingAreaNumber,CameraNumber,CardNumber,PhotoNumber,PQ,SpeciesCode,WBN,ChickNestw/outAdult,AbandNest,EmptyNest,PBN,Site,Brood,OtherAdultsInColony,OtherImmInColony,Chicks/Nestlings,RoostingBirds,RoostingAdults,RoostingImmatures,UnknownAge,Dotter,Dotter'sColonyNumber,DateDotted,Notes
1179,2010,"05/17/10 00:00:00","Louisiana West 3","29.6137","-92.7139","2","1","1","1067","G","FOTE",0,0,0,0,0,0,0,0,0,0,3,0,0,0,"SLF","8","02/04/11 00:00:00",
1179,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","208","1","1","0118","E","BRPE",0,0,0,0,0,0,0,27,7,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1180,2010,"05/17/10 00:00:00","Louisiana West 3","29.6137","-92.7139","2","1","1","1067","G","LAGU",0,0,0,0,0,0,0,0,0,0,6,0,0,0,"SLF","8","02/04/11 00:00:00",
1180,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","209","1","1","0120","E","LAGU",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1181,2010,"05/17/10 00:00:00","Louisiana West 3","29.6137","-92.7139","2","1","1","1067","G","ROYT",0,0,0,0,0,0,0,0,0,0,3,0,0,0,"SLF","8","02/04/11 00:00:00",
1181,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","209","1","1","0120","E","ROYT",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1182,2010,"05/17/10 00:00:00","Louisiana West 3","29.6137","-92.7139","2","1","1","1067","G","CATE",0,0,0,0,0,0,0,0,0,0,34,0,0,0,"SLF","8","02/04/11 00:00:00",
1182,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","209","1","1","0120","E","BRPE",0,0,0,0,0,0,0,25,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1183,2010,"05/17/10 00:00:00","Louisiana West 3","29.6137","-92.7139","2","1","1","1067","G","SATE",0,0,0,0,0,0,0,0,0,0,2,0,0,0,"SLF","8","02/04/11 00:00:00",
1183,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","209","1","1","0120","E","CATE",0,0,0,0,0,0,0,2,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1184,2010,"05/17/10 00:00:00","Louisiana West 3","29.6137","-92.7139","3","1","1","1070","G","FOTE",0,0,0,0,0,0,0,0,0,0,13,0,0,0,"SLF","8","02/04/11 00:00:00",
1627,2010,"06/25/10 00:00:00","Mustang Bayou Island","29.1675","-95.1283","3","1","1","0015","G","ROYT",0,0,0,0,0,1,59,68,0,0,0,0,0,0,"KMR","11","03/15/11 00:00:00","entered as 6/12/2010, changed to 6/25/2010 PJC 18Nov22"
1185,2010,"05/17/10 00:00:00","Louisiana West 3","29.6137","-92.7139","3","1","1","1070","G","LAGU",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"SLF","8","02/04/11 00:00:00",
1185,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","210","1","1","0122","E","LAGU",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1186,2010,"05/17/10 00:00:00","Louisiana West 3","29.6137","-92.7139","3","1","1","1070","G","ROYT",0,0,0,0,0,0,0,0,0,0,5,0,0,0,"SLF","8","02/04/11 00:00:00",
1186,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","210","1","1","0122","E","ROYT",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1187,2010,"05/17/10 00:00:00","Louisiana West 3","29.6137","-92.7139","3","1","1","1070","G","CATE",0,0,0,0,0,0,0,0,0,0,37,0,0,0,"SLF","8","02/04/11 00:00:00",
1187,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","210","1","1","0122","E","CATE",0,0,0,0,0,0,0,6,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1188,2010,"05/17/10 00:00:00","Louisiana West 4","29.6407","-92.7851","1","1","1","1076","G","FOTE",0,0,0,0,0,0,0,0,0,0,9,0,0,0,"SLF","9","02/08/11 00:00:00",
1188,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","210","1","1","0122","E","MODU",0,0,0,0,0,0,0,2,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1189,2010,"05/17/10 00:00:00","Louisiana West 4","29.6407","-92.7851","1","1","1","1076","G","FOCO",0,0,0,0,0,0,0,0,0,0,42,0,0,0,"SLF","9","02/08/11 00:00:00",
1189,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","211","1","1","0206","E","LAGU",0,0,0,0,0,0,0,2,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1190,2010,"05/17/10 00:00:00","Louisiana West 4","29.6407","-92.7851","1","1","1","1076","G","LAGU",0,0,0,0,0,0,0,0,0,0,44,0,0,0,"SLF","9","02/08/11 00:00:00",
1190,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","211","1","1","0206","E","ROYT",0,0,0,0,0,0,0,25,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1191,2010,"05/17/10 00:00:00","Louisiana West 4","29.6407","-92.7851","1","1","1","1076","G","ROYT",0,0,0,0,0,0,0,0,0,0,9,0,0,0,"SLF","9","02/08/11 00:00:00",
1191,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","211","1","1","0206","E","SATE",0,0,0,0,0,0,0,4,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1192,2010,"05/17/10 00:00:00","Louisiana West 4","29.6407","-92.7851","1","1","1","1076","G","CARO",0,0,0,0,0,0,0,0,0,0,238,0,0,0,"SLF","9","02/08/11 00:00:00",
1192,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","211","1","1","0206","E","CATE",0,0,0,0,0,0,0,13,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1193,2010,"05/17/10 00:00:00","Louisiana West 4","29.6407","-92.7851","1","1","1","1076","G","SATE",0,0,0,0,0,0,0,0,0,0,18,0,0,0,"SLF","9","02/08/11 00:00:00",
1193,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","211","1","1","0206","E","WHIB",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1194,2010,"05/17/10 00:00:00","Louisiana West 5","29.6755","-92.8694","1","1","1","1088","E","FOCO",0,0,0,0,0,0,0,0,0,0,3,0,0,0,"SLF","10","02/09/11 00:00:00",
1194,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","211","1","1","0206","E","BNST",0,0,0,0,0,0,0,3,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1195,2010,"05/17/10 00:00:00","Louisiana West 5","29.6755","-92.8694","1","1","1","1088","E","LAGU",0,0,0,0,0,0,0,0,0,0,18,0,0,0,"SLF","10","02/09/11 00:00:00",
1195,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","212","1","1","0208","E","LAGU",0,0,0,0,0,0,0,8,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1196,2010,"05/17/10 00:00:00","Louisiana West 5","29.6755","-92.8694","1","1","1","1088","E","ROYT",0,0,0,0,0,0,0,0,0,0,41,0,0,0,"SLF","10","02/09/11 00:00:00",
1196,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","212","1","1","0208","E","ROYT",0,0,0,0,0,0,0,8,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1197,2010,"05/17/10 00:00:00","Louisiana West 5","29.6755","-92.8694","1","1","1","1088","E","SATE",0,0,0,0,0,0,0,0,0,0,7,0,0,0,"SLF","10","02/09/11 00:00:00",
1197,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","212","1","1","0208","E","BRPE",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1198,2010,"05/17/10 00:00:00","Louisiana West 5","29.6755","-92.8694","1","1","1","1088","E","CATE",0,0,0,0,0,0,0,0,0,0,53,0,0,0,"SLF","10","02/09/11 00:00:00",
1198,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","212","1","1","0208","E","CATE",0,0,0,0,0,0,0,2,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1199,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","1","1","1","0052","E","SATE",0,0,0,0,0,537,0,4,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00","incl. one oiled bird just off edge of colony"
1199,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","212","1","1","0208","E","WHIB",0,0,0,0,0,0,0,2,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1200,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","1","1","1","0052","E","ROYT",0,0,0,0,0,91,0,0,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1200,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","212","1","1","0208","E","BNST",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1201,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","1","1","1","0052","E","LAGU",0,0,0,0,0,20,0,5,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1201,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","213","1","1","0504","E","WHIB",0,0,0,0,0,0,0,9,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1202,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","2","1","1","0060","E","SATE",0,0,0,0,0,187,0,32,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1202,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","213","1","1","0504","E","TRHE",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1203,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","2","1","1","0060","E","ROYT",0,0,0,0,0,32,0,8,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1203,2010,"06/13/10 00:00:00","Gaillard Island","30.5063","-88.0362","213","1","1","0504","E","BCNH",0,0,0,0,0,0,0,2,0,0,0,0,0,0,"MWP","8","02/03/11 00:00:00",
1204,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","2","1","1","0060","E","LAGU",0,0,0,0,0,3,0,8,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1204,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","1","1","2","0001","E","LAGU",0,0,0,0,0,144,0,31,0,0,0,0,0,0,"MWP","12","02/07/11 00:00:00","Part of Area 1 per KKN's definition"
1205,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","3","1","1","0082","E","SATE",0,0,0,0,0,269,0,3,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1205,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","1","1","2","0001","E","BRPE",0,0,0,0,0,0,0,21,0,0,0,0,0,0,"MWP","12","02/07/11 00:00:00","Part of Area 1 per KKN's definition"
1206,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","3","1","1","0082","E","ROYT",0,0,0,0,0,85,0,2,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1206,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","2","1","2","0003","E","LAGU",0,0,0,0,0,35,0,21,0,0,0,0,0,0,"MWP","12","02/07/11 00:00:00","Part of Area 1 per KKN's definition"
1207,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","3","1","1","0082","E","LAGU",0,0,0,0,0,4,0,4,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1207,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","3","1","2","0004","E","LAGU",0,0,0,0,0,117,0,30,0,0,0,0,0,0,"MWP","12","02/07/11 00:00:00","Part of Area 1 per KKN's definition"
1208,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","3","1","1","0082","E","BRPE",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1208,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","4","1","2","0005","E","LAGU",0,0,0,0,0,95,0,42,0,0,0,0,0,0,"MWP","12","02/07/11 00:00:00","Part of Area 1 per KKN's definition"
1209,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","4","1","1","0102","E","SATE",0,0,0,0,0,248,0,0,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1209,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","4","1","2","0005","E","GREG",0,0,0,0,0,0,0,2,0,0,0,0,0,0,"MWP","12","02/07/11 00:00:00","Part of Area 1 per KKN's definition"
1210,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","4","1","1","0102","E","ROYT",0,0,0,0,0,39,0,0,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1210,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","4","1","2","0005","E","BRPE",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"MWP","12","02/07/11 00:00:00","Part of Area 1 per KKN's definition"
1211,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","4","1","1","0102","E","LAGU",0,0,0,0,0,5,0,4,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1211,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","5","1","2","0007","E","LAGU",0,0,0,0,0,4,0,42,0,0,0,0,0,0,"MWP","12","02/07/11 00:00:00","Part of Area 1 per KKN's definition"
1212,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","5","1","1","0075","E","ROYT",0,0,0,0,0,68,0,3,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1212,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","6","1","2","0009","E","LAGU",0,0,0,0,0,8,0,69,0,0,0,0,0,0,"MWP","12","02/07/11 00:00:00","Part of Area 1 per KKN's definition"
1213,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","5","1","1","0075","E","LAGU",0,0,0,0,0,9,0,13,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1213,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","7","1","2","0059","E","BRPE",130,1,0,1,0,0,0,47,0,61,0,0,0,0,"MWP","12","02/07/11 00:00:00","Part of Area 1 per KKN's definition"
1214,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","5","1","1","0075","E","SATE",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1214,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","7","1","2","0059","E","LAGU",0,0,0,0,0,238,0,78,0,0,0,0,0,0,"MWP","12","02/07/11 00:00:00","Part of Area 1 per KKN's definition"
1215,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","5","1","1","0075","E","BRPE",0,0,0,0,0,0,0,0,0,0,8,0,0,0,"SLF","11","02/10/11 00:00:00",
1215,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","8","1","2","0062","E","BRPE",128,0,0,1,0,0,0,30,0,59,0,0,0,0,"MWP","12","02/07/11 00:00:00","Part of Area 1 per KKN's definition"
1216,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","5","1","1","0075","E","AWPE",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"SLF","11","02/10/11 00:00:00",
1216,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","8","1","2","0062","E","LAGU",0,0,0,0,0,40,0,42,0,0,0,0,0,0,"MWP","12","02/07/11 00:00:00","Part of Area 1 per KKN's definition"
1217,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","6","1","1","0108","E","ROYT",0,0,0,0,0,50,0,11,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1217,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","9","1","2","0069","E","BRPE",27,0,0,2,0,0,0,5,0,13,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1218,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","6","1","1","0108","E","LAGU",0,0,0,0,0,12,0,25,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1218,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","9","1","2","0069","E","LAGU",0,0,0,0,0,23,0,9,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1219,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","6","1","1","0108","E","SATE",0,0,0,0,0,68,0,33,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1219,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","10","1","2","0068","E","BRPE",74,0,0,0,0,0,0,9,0,14,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1220,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","7","1","1","0002","E","ROYT",0,0,0,0,0,0,0,0,0,0,14,0,0,0,"SLF","11","02/10/11 00:00:00",
1220,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","10","1","2","0068","E","LAGU",0,0,0,0,0,67,0,41,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1221,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","7","1","1","0002","E","SATE",0,0,0,0,0,0,0,0,0,0,17,0,0,0,"SLF","11","02/10/11 00:00:00",
1221,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","11","1","2","0067","E","BRPE",0,0,0,0,0,0,0,2,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1222,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","7","1","1","0002","E","BRPE",0,0,0,0,0,0,0,0,0,0,23,0,0,0,"SLF","11","02/10/11 00:00:00",
1222,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","11","1","2","0067","E","LAGU",0,0,0,0,0,37,0,29,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1223,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","7","1","1","0002","E","BLSK",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1223,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","12","1","2","0030","E","BRPE",74,0,0,2,0,0,0,16,0,46,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1224,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","7","1","1","0002","E","DCCO",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"SLF","11","02/10/11 00:00:00",
1224,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","12","1","2","0030","E","LAGU",0,0,0,0,0,67,0,41,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1225,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","8","1","1","0004","E","ROYT",0,0,0,0,0,0,0,0,0,0,65,0,0,0,"SLF","11","02/10/11 00:00:00",
1225,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","13","1","2","0033","E","BRPE",72,0,0,0,0,0,0,16,0,27,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1226,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","8","1","1","0004","E","SATE",0,0,0,0,0,0,0,0,0,0,55,0,0,0,"SLF","11","02/10/11 00:00:00",
1226,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","13","1","2","0033","E","LAGU",0,0,0,0,0,72,0,37,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1227,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","8","1","1","0004","E","LAGU",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"SLF","11","02/10/11 00:00:00",
1227,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","14","1","2","0035","E","BRPE",48,0,0,0,0,0,0,4,0,17,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1228,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","8","1","1","0004","E","BLSK",0,0,0,0,0,0,0,14,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1228,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","14","1","2","0035","E","LAGU",0,0,0,0,0,76,0,34,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1229,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","9","1","1","0024","E","ROYT",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"SLF","11","02/10/11 00:00:00",
1229,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","15","1","2","0037","E","BRPE",76,0,0,1,0,0,0,4,0,3,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1230,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","9","1","1","0024","E","LAGU",0,0,0,0,0,0,0,0,0,0,23,0,0,0,"SLF","11","02/10/11 00:00:00",
1230,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","15","1","2","0037","E","LAGU",0,0,0,0,0,106,0,38,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1231,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","9","1","1","0024","E","BLSK",0,0,0,0,0,0,0,27,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1231,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","16","1","2","0040","E","BRPE",42,0,0,0,0,0,0,2,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1232,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","10","1","1","0026","E","ROYT",0,0,0,0,0,0,0,0,0,0,35,0,0,0,"SLF","11","02/10/11 00:00:00",
1232,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","16","1","2","0040","E","LAGU",0,0,0,0,0,97,0,43,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1233,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","10","1","1","0026","E","SATE",0,0,0,0,0,0,0,0,0,0,44,0,0,0,"SLF","11","02/10/11 00:00:00",
1233,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","17","1","2","0042","E","BRPE",2,0,0,0,0,0,0,0,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1234,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","10","1","1","0026","E","LAGU",0,0,0,0,0,0,0,0,0,0,5,0,0,0,"SLF","11","02/10/11 00:00:00",
1234,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","17","1","2","0042","E","LAGU",0,0,0,0,0,159,0,28,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1235,2010,"05/18/10 00:00:00","Martin Island","29.9590","-89.1983","10","1","1","0026","E","BLSK",0,0,0,0,0,0,0,2,0,0,0,0,0,0,"SLF","11","02/10/11 00:00:00",
1235,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","18","1","2","0043","E","BRPE",23,1,0,0,0,0,0,4,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1236,2010,"05/17/10 00:00:00","Skimmer Island","29.3856","-91.3858","1","1","1","0909","G","WHIB",0,0,0,0,0,102,0,9,0,0,0,0,0,0,"SLF","3","02/03/11 00:00:00",
1236,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","18","1","2","0043","E","LAGU",0,0,0,0,0,11,0,6,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1237,2010,"05/17/10 00:00:00","Skimmer Island","29.3856","-91.3858","2","1","1","0846","G","WHIB",0,0,0,0,0,113,0,1,0,0,0,0,0,0,"SLF","3","02/03/11 00:00:00",
1237,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","19","1","2","0045","E","BRPE",24,0,0,0,0,0,0,2,0,10,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1238,2010,"05/17/10 00:00:00","Skimmer Island","29.3856","-91.3858","2","1","1","0846","G","ROSP",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"SLF","3","02/03/11 00:00:00",
1238,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","19","1","2","0045","E","LAGU",0,0,0,0,0,15,0,7,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1239,2010,"05/17/10 00:00:00","Skimmer Island","29.3856","-91.3858","2","1","1","0846","G","TRHE",0,0,0,0,0,9,0,0,0,0,0,0,0,0,"SLF","3","02/03/11 00:00:00",
1239,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","20","1","2","0047","E","BRPE",10,0,0,0,0,0,0,3,7,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1240,2010,"05/17/10 00:00:00","Skimmer Island","29.3856","-91.3858","3","1","1","0881","E","WHIB",0,0,0,0,0,106,0,7,0,0,0,0,0,0,"SLF","3","02/03/11 00:00:00",
1240,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","20","1","2","0047","E","LAGU",0,0,0,0,0,6,0,8,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1241,2010,"05/17/10 00:00:00","Skimmer Island","29.3856","-91.3858","3","1","1","0881","E","ROSP",0,0,0,0,0,5,0,0,0,0,0,0,0,0,"SLF","3","02/03/11 00:00:00",
1241,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","21","1","2","0076","E","BRPE",17,0,0,0,0,0,0,3,0,22,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1242,2010,"05/17/10 00:00:00","Skimmer Island","29.3856","-91.3858","3","1","1","0881","E","TRHE",0,0,0,0,0,9,0,0,0,0,0,0,0,0,"SLF","3","02/03/11 00:00:00",
1242,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","21","1","2","0076","E","LAGU",0,0,0,0,0,4,0,0,0,0,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1243,2010,"06/14/10 00:00:00","Breton Island","29.4955","-89.1742","22","1","2","0077","E","BRPE",41,1,0,0,0,0,0,8,0,32,0,0,0,0,"MWP","12","02/08/11 00:00:00","Part of Area 1 per KKN's definition"
1244,2010,"05/17/10 00:00:00","Skimmer Island","29.3856","-91.3858","4","1","1","0879","E","WHIB",0,0,0,0,0,112,0,9,0,0,0,0,0,0,"SLF","3","02/03/11 00:00:00",
