source_file,record_id,year,date,colony_name,latitude,longitude,dotter,habitat,oil_present,notes,additional_notes,species_code,state,geo_region,combined_text,nests,birds,text_length,has_coordinates
colony_notes_2011_2021,CN2011_1533,2018,05/21/18 00:00:00,Rabbit Island,,,PJC,large marsh island,N,Good coverage and good survey timing.,,GBHE,,,Habitat: large marsh island | Species: GBHE | Notes: Good coverage and good survey timing.,,,90,False
colony_notes_2011_2021,CN2011_1534,2018,05/21/18 00:00:00,Rabbit Island,,,PJC,large marsh island,N,Good coverage and good survey timing.,,ROSP,,,Habitat: large marsh island | Species: ROSP | Notes: Good coverage and good survey timing.,,,90,False
colony_notes_2011_2021,CN2011_1535,2018,05/21/18 00:00:00,Rabbit Island,,,PJC,large marsh island,N,Good coverage and good survey timing.,,FOTE,,,Habitat: large marsh island | Species: FOTE | Notes: Good coverage and good survey timing.,,,90,False
colony_notes_2011_2021,CN2011_1536,2018,05/21/18 00:00:00,Rabbit Island,,,PJC,large marsh island,N,Just a small group of nests.,,WHIB,,,Habitat: large marsh island | Species: WHIB | Notes: Just a small group of nests.,,,81,False
colony_notes_2011_2021,CN2011_1537,2018,05/21/18 00:00:00,Rabbit Island,,,PJC,large marsh island,N,Good coverage and good survey timing.,,BCNH,,,Habitat: large marsh island | Species: BCNH | Notes: Good coverage and good survey timing.,,,90,False
colony_notes_2011_2021,CN2011_1538,2018,05/21/18 00:00:00,Felicity Island,,,JRM,"Beach, Grassy Marsh, Shrubs",N,"BRPE on WBN and PBN, likely in early incubation.  Few nests with 1-2 1-2 week old chicks.  BRPE in June with 3-5 week old chicks and many WBN in incubation posture.",,BRPE,,,"Habitat: Beach, Grassy Marsh, Shrubs | Species: BRPE | Notes: BRPE on WBN and PBN, likely in early incubation.  Few nests with 1-2 1-2 week old chicks.  BRPE in June with 3-5 week old chicks and many WBN in incubation posture.",,,226,False
colony_notes_2011_2021,CN2011_1539,2018,05/21/18 00:00:00,Felicity Island,,,JRM,"Beach, Grassy, Marsh, Shrubs",N,Areas 1-13 dotted by KMR.  95%+ coverage.  Two small areas with little or no camera coverage.  May dotted for all species.,,ALL,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: ALL | Notes: Areas 1-13 dotted by KMR.  95%+ coverage.  Two small areas with little or no camera coverage.  May dotted for all species.",,,184,False
colony_notes_2011_2021,CN2011_1540,2018,05/21/18 00:00:00,Felicity Island,,,JRM,"Beach, Grassy, Marsh, Shrubs",N,"LAGU on sites in incubation posture.  Some sites likely missed in tall grass owing to mainly Camera 2 coverage of the island.  LAGU in June with 1-2 brown chicks on nests, some fledged LAGU chicks on shoreline.",,LAGU,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: LAGU | Notes: LAGU on sites in incubation posture.  Some sites likely missed in tall grass owing to mainly Camera 2 coverage of the island.  LAGU in June with 1-2 brown chicks on nests, some fledged LAGU chicks on shoreline.",,,273,False
colony_notes_2011_2021,CN2011_1541,2018,05/21/18 00:00:00,Felicity Island,,,JRM,"Beach, Grassy, Marsh, Shrubs",N,"TRHE on sites in incubation posture with few sites containing 2-3 1/3 grown, small, dark chicks.  June photos show many fledged TRHE interspersed througout the island.",,TRHE,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: TRHE | Notes: TRHE on sites in incubation posture with few sites containing 2-3 1/3 grown, small, dark chicks.  June photos show many fledged TRHE interspersed througout the island.",,,230,False
colony_notes_2011_2021,CN2011_1542,2018,05/21/18 00:00:00,Felicity Island,,,JRM,"Beach, Grassy, Marsh, Shrubs",N,BCNH on sites in incubation posture in small numbers.,,BCNH,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: BCNH | Notes: BCNH on sites in incubation posture in small numbers.",,,116,False
colony_notes_2011_2021,CN2011_1543,2018,05/21/18 00:00:00,Felicity Island,,,JRM,"Beach, Grassy, Marsh, Shrubs",N,"GREG on sites in incubation posture.  Few sites with 1-3, 1/3 grown, small white chicks.  GREG on sites in June with larger chicks, and some fledged chicks interspersed throughout the island.",,GREG,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: GREG | Notes: GREG on sites in incubation posture.  Few sites with 1-3, 1/3 grown, small white chicks.  GREG on sites in June with larger chicks, and some fledged chicks interspersed throughout the island.",,,254,False
colony_notes_2011_2021,CN2011_1544,2018,05/21/18 00:00:00,Felicity Island,,,JRM,"Beach, Grassy, Marsh, Shrubs",N,"SNEG on sites in incubation posture and some sites with 2-3 1/2 grown, small white chicks.  Many fledged SNEG interspersed throughout the island in June photos.",,SNEG,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: SNEG | Notes: SNEG on sites in incubation posture and some sites with 2-3 1/2 grown, small white chicks.  Many fledged SNEG interspersed throughout the island in June photos.",,,223,False
colony_notes_2011_2021,CN2011_1545,2018,05/21/18 00:00:00,Felicity Island,,,JRM,"Beach, Grassy, Marsh, Shrubs",N,Large ROYT colony on sites in incubation posture in May.  June photos show a few groups of fledged ROYT throughout the island.,,ROYT,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: ROYT | Notes: Large ROYT colony on sites in incubation posture in May.  June photos show a few groups of fledged ROYT throughout the island.",,,189,False
colony_notes_2011_2021,CN2011_1546,2018,05/21/18 00:00:00,Felicity Island,,,JRM,"Beach, Grassy, Marsh, Shrubs",N,SATE on sites in incubation posture.  Very few adult SATEs in June photos.  Possible nest failure.,,SATE,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: SATE | Notes: SATE on sites in incubation posture.  Very few adult SATEs in June photos.  Possible nest failure.",,,161,False
colony_notes_2011_2021,CN2011_1547,2018,05/21/18 00:00:00,Felicity Island,,,JRM,"Beach, Grassy, Marsh, Shrubs",N,Small groups of FOTE sites along wrack lines with birds in incubation posture.,,FOTE,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: FOTE | Notes: Small groups of FOTE sites along wrack lines with birds in incubation posture.",,,141,False
colony_notes_2011_2021,CN2011_1548,2018,05/21/18 00:00:00,Felicity Island,,,JRM,"Beach, Grassy, Marsh, Shrubs",N,"WHIB on sites in incubation posture in several small clusters, and one large group along east edge of island.  Poor image quality on dotted image for largest colony.  Fledged WHIB and adults still on sites in June.",,WHIB,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: WHIB | Notes: WHIB on sites in incubation posture in several small clusters, and one large group along east edge of island.  Poor image quality on dotted image for largest colony.  Fledged WHIB and adults still on sites in June.",,,277,False
colony_notes_2011_2021,CN2011_1549,2018,05/21/18 00:00:00,Felicity Island,,,JRM,"Beach, Grassy, Marsh, Shrubs",N,ROSP on sites in incubation posture in small numbers.  Large chicks on nests and fledged away from nests in June.,,ROSP,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: ROSP | Notes: ROSP on sites in incubation posture in small numbers.  Large chicks on nests and fledged away from nests in June.",,,176,False
colony_notes_2011_2021,CN2011_1550,2018,05/21/18 00:00:00,Felicity Island,,,JRM,"Beach, Grassy, Marsh, Shrubs",N,Few AWPE birds interspersed throughout island along shoreline.,,AWPE,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: AWPE | Notes: Few AWPE birds interspersed throughout island along shoreline.",,,125,False
colony_notes_2011_2021,CN2011_1551,2018,05/19/18 00:00:00,Martin Island,,,JRM,"Beach, Marsh",N,BRPE birds along shoreline.  No indication of nesting.,,BRPE,,,"Habitat: Beach, Marsh | Species: BRPE | Notes: BRPE birds along shoreline.  No indication of nesting.",,,101,False
colony_notes_2011_2021,CN2011_1552,2018,05/19/18 00:00:00,Martin Island,,,JRM,"Beach, Marsh",N,"Small FOTE colony on sites in incubation posture on an inner wrack line.  Sites likely failed.  New nests in June photos in similar area to May sites, but no FOTE fledglings in June photos.",,FOTE,,,"Habitat: Beach, Marsh | Species: FOTE | Notes: Small FOTE colony on sites in incubation posture on an inner wrack line.  Sites likely failed.  New nests in June photos in similar area to May sites, but no FOTE fledglings in June photos.",,,236,False
colony_notes_2011_2021,CN2011_1553,2018,05/19/18 00:00:00,Martin Island,,,JRM,"Beach, Marsh",N,Few LAGU sites in incubation posture.,,LAGU,,,"Habitat: Beach, Marsh | Species: LAGU | Notes: Few LAGU sites in incubation posture.",,,84,False
colony_notes_2011_2021,CN2011_1554,2018,05/19/18 00:00:00,Martin Island,,,JRM,"Beach, Marsh",N,ROYT birds along shoreline.  No indication of nesting.,,ROYT,,,"Habitat: Beach, Marsh | Species: ROYT | Notes: ROYT birds along shoreline.  No indication of nesting.",,,101,False
colony_notes_2011_2021,CN2011_1555,2018,05/19/18 00:00:00,Martin Island,,,JRM,"Beach, Marsh",N,SATE birds along shoreline.  No indication of nesting.,,SATE,,,"Habitat: Beach, Marsh | Species: SATE | Notes: SATE birds along shoreline.  No indication of nesting.",,,101,False
colony_notes_2011_2021,CN2011_1556,2018,05/19/18 00:00:00,Brush Island,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,Few BRPE on sites in incubation posture on northeast side of island; along margin of pond.,,BRPE,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: BRPE | Notes: Few BRPE on sites in incubation posture on northeast side of island; along margin of pond.",,,153,False
colony_notes_2011_2021,CN2011_1557,2018,05/19/18 00:00:00,Brush Island,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,Sporadic LAGU sites interspersed throughout interior grassy and the beach in incubation posture.,,LAGU,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: LAGU | Notes: Sporadic LAGU sites interspersed throughout interior grassy and the beach in incubation posture.",,,159,False
colony_notes_2011_2021,CN2011_1558,2018,05/19/18 00:00:00,Brush Island,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,A couple BLSK birds on the beach. No indication of nesting.,,BLSK,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: BLSK | Notes: A couple BLSK birds on the beach. No indication of nesting.",,,122,False
colony_notes_2011_2021,CN2011_1559,2018,05/19/18 00:00:00,Brush Island,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,SATE birds clustered along shoreline. No indication of nesting.,,SATE,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: SATE | Notes: SATE birds clustered along shoreline. No indication of nesting.",,,126,False
colony_notes_2011_2021,CN2011_1560,2018,05/19/18 00:00:00,Brush Island,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,ROYT birds along shoreline. No indication of nesting.,,ROYT,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: ROYT | Notes: ROYT birds along shoreline. No indication of nesting.",,,116,False
colony_notes_2011_2021,CN2011_1561,2018,05/19/18 00:00:00,Isle au Pitre,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,LAGU sites primarily in the intertior in incubation posture. Fewer sites interspersed along beach and margins of grass and beach habitat.,,LAGU,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: LAGU | Notes: LAGU sites primarily in the intertior in incubation posture. Fewer sites interspersed along beach and margins of grass and beach habitat.",,,200,False
colony_notes_2011_2021,CN2011_1562,2018,05/19/18 00:00:00,Isle au Pitre,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,Large groups of BRPE on sites in shrub habitat. Majority of sites contain older chicks; fewer in incubation posture. New nests in June in similar areas in incubation. Immatures clustered along beach wrack line.,,BRPE,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: BRPE | Notes: Large groups of BRPE on sites in shrub habitat. Majority of sites contain older chicks; fewer in incubation posture. New nests in June in similar areas in incubation. Immatures clustered along beach wrack line.",,,273,False
colony_notes_2011_2021,CN2011_1563,2018,05/19/18 00:00:00,Isle au Pitre,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,Clusters of ROYT sites in June on periphery of large SATE beach colonies.,,ROYT,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: ROYT | Notes: Clusters of ROYT sites in June on periphery of large SATE beach colonies.",,,136,False
colony_notes_2011_2021,CN2011_1564,2018,05/19/18 00:00:00,Isle au Pitre,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,"Large SATE colonies on the beach in incubation posture, surrounded by small clusters of ROYT sites. Smaller groups of individuals along shoreline.",,SATE,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: SATE | Notes: Large SATE colonies on the beach in incubation posture, surrounded by small clusters of ROYT sites. Smaller groups of individuals along shoreline.",,,209,False
colony_notes_2011_2021,CN2011_1565,2018,05/19/18 00:00:00,Isle au Pitre,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,Widely-spaced BLSK sites on beach in incubation posture.,,BLSK,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: BLSK | Notes: Widely-spaced BLSK sites on beach in incubation posture.",,,119,False
colony_notes_2011_2021,CN2011_1566,2018,05/21/18 00:00:00,Raccoon Island,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,Majority of BRPE with young or old chicks; but many sites still in incubation posture. Few broods. Very few sites empty or abandoned; high productivity and nesting success. Immature birds grouped along interior pond margins.,,BRPE,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: BRPE | Notes: Majority of BRPE with young or old chicks; but many sites still in incubation posture. Few broods. Very few sites empty or abandoned; high productivity and nesting success. Immature birds grouped along interior pond margins.",,,287,False
colony_notes_2011_2021,CN2011_1567,2018,05/21/18 00:00:00,Raccoon Island,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,Even distribution of LAGU sites in incubation posture. Prefers to nest associated with grassy interior and shrubs.,,LAGU,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: LAGU | Notes: Even distribution of LAGU sites in incubation posture. Prefers to nest associated with grassy interior and shrubs.",,,177,False
colony_notes_2011_2021,CN2011_1568,2018,05/21/18 00:00:00,Raccoon Island,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,"Long, narrow colonies mixed with groups of SATE. Distributed along margin of grass and edge of south beach.",,ROYT,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: ROYT | Notes: Long, narrow colonies mixed with groups of SATE. Distributed along margin of grass and edge of south beach.",,,170,False
colony_notes_2011_2021,CN2011_1569,2018,05/21/18 00:00:00,Raccoon Island,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,Smaller colonies mixed with groups of ROYT. Distributed along margin of grass and edge of south beach.,,SATE,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: SATE | Notes: Smaller colonies mixed with groups of ROYT. Distributed along margin of grass and edge of south beach.",,,165,False
colony_notes_2011_2021,CN2011_1570,2018,05/21/18 00:00:00,Raccoon Island,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,Few TRHE sites in incubation posture within BRPE colony.,,TRHE,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: TRHE | Notes: Few TRHE sites in incubation posture within BRPE colony.",,,119,False
colony_notes_2011_2021,CN2011_1571,2018,05/21/18 00:00:00,Raccoon Island,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,Small number of GREG sites within BRPE colony. Several with young chicks.,,GREG,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: GREG | Notes: Small number of GREG sites within BRPE colony. Several with young chicks.",,,136,False
colony_notes_2011_2021,CN2011_1572,2018,05/21/18 00:00:00,Raccoon Island,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,One SNEG site and over a dozen individuals observed interspersed with LAGU and BRPE sites.,,SNEG,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: SNEG | Notes: One SNEG site and over a dozen individuals observed interspersed with LAGU and BRPE sites.",,,153,False
colony_notes_2011_2021,CN2011_1573,2018,05/21/18 00:00:00,Raccoon Island,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,Few BCNH sites and solitary individuals observed within BRPE colony.,,BCNH,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: BCNH | Notes: Few BCNH sites and solitary individuals observed within BRPE colony.",,,131,False
colony_notes_2011_2021,CN2011_1574,2018,05/19/19 00:00:00,Brush Island,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,Areas 1-16 dotted by KLC.  95%+ coverage.  Camera 2 used for interior. May dotted for all species.,,ALL,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: ALL | Notes: Areas 1-16 dotted by KLC.  95%+ coverage.  Camera 2 used for interior. May dotted for all species.",,,160,False
colony_notes_2011_2021,CN2011_1575,2018,05/19/19 00:00:00,Isle au Pitre,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,Areas 1-44 dotted May; 1-15 June. Full-coverage through Camera 1 and 2 combined.  May dotted for all species except terns. ROYT and SATE dotted in June. BRPE colony dotted from May in addition to small number of BRPE in June.  New BRPE sites in June.,,,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Notes: Areas 1-44 dotted May; 1-15 June. Full-coverage through Camera 1 and 2 combined.  May dotted for all species except terns. ROYT and SATE dotted in June. BRPE colony dotted from May in addition to small number of BRPE in June.  New BRPE sites in June.",,,297,False
colony_notes_2011_2021,CN2011_1576,2018,05/21/19 00:00:00,Raccoon Island,,,KLC,"Beach, Grassy, Marsh, Shrubs",N,"Areas 1-60 dotted by KLC.  95% coverage.  Camera 2 used for interior, cross-referenced with Camera 1 photos. May dotted for all species.",,ALL,,,"Habitat: Beach, Grassy, Marsh, Shrubs | Species: ALL | Notes: Areas 1-60 dotted by KLC.  95% coverage.  Camera 2 used for interior, cross-referenced with Camera 1 photos. May dotted for all species.",,,198,False
colony_notes_2011_2021,CN2011_1577,2018,05/20/18 00:00:00,New Harbor Island 3,,,RRR,"Beach, marsh, grasses, shrubs.",N,NHI3. BRPE mostly observed sitting on WBN and nests with chicks; chicks not leaving nest yet but most were fairly large with gray on back; many independent chicks widespread across island in June.,,BRPE,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: BRPE | Notes: NHI3. BRPE mostly observed sitting on WBN and nests with chicks; chicks not leaving nest yet but most were fairly large with gray on back; many independent chicks widespread across island in June.",,,261,False
colony_notes_2011_2021,CN2011_1578,2018,05/20/18 00:00:00,New Harbor Island 3,,,RRR,"Beach, marsh, grasses, shrubs.",N,NHI3. Northernmost areas of island had no nesting birds but a few LAGU sites. 100% of island used by nesting birds analyzed.,,,,,"Habitat: Beach, marsh, grasses, shrubs. | Notes: NHI3. Northernmost areas of island had no nesting birds but a few LAGU sites. 100% of island used by nesting birds analyzed.",,,173,False
colony_notes_2011_2021,CN2011_1579,2018,05/21/18 00:00:00,Raccoon Island,,,RRR,"Beach, marsh, grasses, shrubs.",N,LAGU observed on sites throughout island; no chicks seen.,,LAGU,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: LAGU | Notes: LAGU observed on sites throughout island; no chicks seen.",,,122,False
colony_notes_2011_2021,CN2011_1580,2018,05/21/18 00:00:00,Raccoon Island,,,RRR,"Beach, marsh, grasses, shrubs.",N,Only 1 bird observed; no nests.,,AWPE,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: AWPE | Notes: Only 1 bird observed; no nests.",,,96,False
colony_notes_2011_2021,CN2011_1581,2018,05/21/18 00:00:00,Raccoon Island,,,RRR,"Beach, marsh, grasses, shrubs.",N,"Few WBN, mostly nests with chicks varying in age as well as broods and chicks wandering with adults present. Chicks everywhere in June.",,BRPE,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: BRPE | Notes: Few WBN, mostly nests with chicks varying in age as well as broods and chicks wandering with adults present. Chicks everywhere in June.",,,200,False
colony_notes_2011_2021,CN2011_1582,2018,05/21/18 00:00:00,Raccoon Island,,,RRR,"Beach, marsh, grasses, shrubs.",N,Large colonies mixed with ROYT on N side beach; no chicks seen.,,SATE,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: SATE | Notes: Large colonies mixed with ROYT on N side beach; no chicks seen.",,,128,False
colony_notes_2011_2021,CN2011_1583,2018,05/21/18 00:00:00,Raccoon Island,,,RRR,"Beach, marsh, grasses, shrubs.",N,Large colonies; no chicks seen.,,ROYT,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: ROYT | Notes: Large colonies; no chicks seen.",,,96,False
colony_notes_2011_2021,CN2011_1584,2018,05/21/18 00:00:00,Raccoon Island,,,RRR,"Beach, marsh, grasses, shrubs.",N,CATE on sites in grass along beach; no chicks seen.,,CATE,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: CATE | Notes: CATE on sites in grass along beach; no chicks seen.",,,116,False
colony_notes_2011_2021,CN2011_1585,2018,05/21/18 00:00:00,Raccoon Island,,,RRR,"Beach, marsh, grasses, shrubs.",N,BLSK observed on sites on N side of island but many standing around nearby; no chicks seen.,,BLSK,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: BLSK | Notes: BLSK observed on sites on N side of island but many standing around nearby; no chicks seen.",,,156,False
colony_notes_2011_2021,CN2011_1586,2018,05/21/18 00:00:00,Raccoon Island,,,RRR,"Beach, marsh, grasses, shrubs.",N,One bird observed in incubation posture on nest; no other apparent nesting.,,AMOY,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: AMOY | Notes: One bird observed in incubation posture on nest; no other apparent nesting.",,,140,False
colony_notes_2011_2021,CN2011_1587,2018,05/21/18 00:00:00,Raccoon Island,,,RRR,"Beach, marsh, grasses, shrubs.",N,Sites mixed with ROSP and BRPE sites. 80% of nests contained chicks varying in age. Few adults on nests in June.,,GREG,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: GREG | Notes: Sites mixed with ROSP and BRPE sites. 80% of nests contained chicks varying in age. Few adults on nests in June.",,,177,False
colony_notes_2011_2021,CN2011_1588,2018,05/21/18 00:00:00,Raccoon Island,,,RRR,"Beach, marsh, grasses, shrubs.",N,Only 2 sites observed with adult incubating; no chicks seen.,,TRHE,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: TRHE | Notes: Only 2 sites observed with adult incubating; no chicks seen.",,,125,False
colony_notes_2011_2021,CN2011_1589,2018,05/21/18 00:00:00,Raccoon Island,,,RRR,"Beach, marsh, grasses, shrubs.",N,Single egret site observed from CAM2 photo; unable to ID species.,,WHEG,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: WHEG | Notes: Single egret site observed from CAM2 photo; unable to ID species.",,,130,False
colony_notes_2011_2021,CN2011_1590,2018,05/21/18 00:00:00,Raccoon Island,,,RRR,"Beach, marsh, grasses, shrubs.",N,Adults on nests mixed with GREG and BRPE sites in scrub along lagoon on interior of island; no chicks observed.,,ROSP,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: ROSP | Notes: Adults on nests mixed with GREG and BRPE sites in scrub along lagoon on interior of island; no chicks observed.",,,176,False
colony_notes_2011_2021,CN2011_1591,2018,05/21/18 00:00:00,Raccoon Island,,,RRR,"Beach, marsh, grasses, shrubs.",N,4 birds observed; no apparent nesting sites.,,BCNH,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: BCNH | Notes: 4 birds observed; no apparent nesting sites.",,,109,False
colony_notes_2011_2021,CN2011_1592,2018,05/21/18 00:00:00,Raccoon Island,,,RRR,"Beach, marsh, grasses, shrubs.",N,"BRPE, GREG, ROYT, and SATE chicks greatly dispersed from breeding sites in June to shoreline and inland pools. Very little CAM1 coverage of interior of island and most BRPE sites so many CAM2 images were used.",,all,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: all | Notes: BRPE, GREG, ROYT, and SATE chicks greatly dispersed from breeding sites in June to shoreline and inland pools. Very little CAM1 coverage of interior of island and most BRPE sites so many CAM2 images were used.",,,273,False
colony_notes_2011_2021,CN2011_1593,2018,05/19/18 00:00:00,Long Bay Island,,,RRR,"Some beach, sand, grasses, shrubs, marsh",N,"Only roosting birds along shoreline observed, no nests.",,BRPE,,,"Habitat: Some beach, sand, grasses, shrubs, marsh | Species: BRPE | Notes: Only roosting birds along shoreline observed, no nests.",,,130,False
colony_notes_2011_2021,CN2011_1594,2018,06/23/18 00:00:00,Long Bay Island,,,RRR,"Some beach, sand, grasses, shrubs, marsh",N,Only roosting birds along beach/marsh observed in May; June photos showed some in incubation posture on beach that might usually be underwater [later deemed roosters by PJC and RRR].,,ROYT,,,"Habitat: Some beach, sand, grasses, shrubs, marsh | Species: ROYT | Notes: Only roosting birds along beach/marsh observed in May; June photos showed some in incubation posture on beach that might usually be underwater [later deemed roosters by PJC and RRR].",,,257,False
colony_notes_2011_2021,CN2011_1595,2018,05/19/18 00:00:00,Long Bay Island,,,RRR,"Some beach, sand, grasses, shrubs, marsh",N,TRHE observed sitting on sites; no chicks observed; had to use CAM2 photos for main colony as there was no CAM1 coverage of the most inland sites; no photo coverage in June.,,TRHE,,,"Habitat: Some beach, sand, grasses, shrubs, marsh | Species: TRHE | Notes: TRHE observed sitting on sites; no chicks observed; had to use CAM2 photos for main colony as there was no CAM1 coverage of the most inland sites; no photo coverage in June.",,,248,False
colony_notes_2011_2021,CN2011_1596,2018,05/19/18 00:00:00,Long Bay Island,,,RRR,"Some beach, sand, grasses, shrubs, marsh",N,One bird observed standing along beach; no nests observed on island.,,BLSK,,,"Habitat: Some beach, sand, grasses, shrubs, marsh | Species: BLSK | Notes: One bird observed standing along beach; no nests observed on island.",,,143,False
colony_notes_2011_2021,CN2011_1597,2018,05/19/18 00:00:00,Long Bay Island,,,RRR,"Some beach, sand, grasses, shrubs, marsh",N,Just over 100 sites observed with WHIB in incubation posture on nests; no chicks observed; had to use CAM2 photos for main colony as there was no CAM1 coverage of the most inland sites; no photo coverage in June.,,WHIB,,,"Habitat: Some beach, sand, grasses, shrubs, marsh | Species: WHIB | Notes: Just over 100 sites observed with WHIB in incubation posture on nests; no chicks observed; had to use CAM2 photos for main colony as there was no CAM1 coverage of the most inland sites; no photo coverage in June.",,,287,False
colony_notes_2011_2021,CN2011_1598,2018,05/19/18 00:00:00,Long Bay Island,,,RRR,"Some beach, sand, grasses, shrubs, marsh",N,6 birds observed standing along shoreline; no nests on island.,,AWPE,,,"Habitat: Some beach, sand, grasses, shrubs, marsh | Species: AWPE | Notes: 6 birds observed standing along shoreline; no nests on island.",,,137,False
colony_notes_2011_2021,CN2011_1599,2018,05/19/18 00:00:00,Long Bay Island,,,RRR,"Some beach, sand, grasses, shrubs, marsh",N,"Good photo coverage of island in May, 100% of colony analyzed from May photos except one penisula that was only photographed in June with nesting ROYT.",,ALL,,,"Habitat: Some beach, sand, grasses, shrubs, marsh | Species: ALL | Notes: Good photo coverage of island in May, 100% of colony analyzed from May photos except one penisula that was only photographed in June with nesting ROYT.",,,225,False
colony_notes_2011_2021,CN2011_1600,2018,06/24/18 00:00:00,New Harbor Island 1,,,RRR,"Beach, marsh, grasses, shrubs.",N,LAGU observed nesting along wrack lines and interior on edge of marsh; no chicks observed,,LAGU,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: LAGU | Notes: LAGU observed nesting along wrack lines and interior on edge of marsh; no chicks observed",,,154,False
colony_notes_2011_2021,CN2011_1601,2018,06/24/18 00:00:00,New Harbor Island 1,,,RRR,"Beach, marsh, grasses, shrubs.",N,Only roosting birds along beach and in shrubs,,BRPE,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: BRPE | Notes: Only roosting birds along beach and in shrubs",,,110,False
colony_notes_2011_2021,CN2011_1602,2018,05/20/18 00:00:00,Little Bird Island,,,PJC,none,N,island no longer exists,,,,,Habitat: none | Notes: island no longer exists,,,46,False
colony_notes_2011_2021,CN2011_1603,2018,06/24/18 00:00:00,New Harbor Island 1,,,RRR,"Beach, marsh, grasses, shrubs.",N,3 birds observed wading in marsh.,,TRHE,,,"Habitat: Beach, marsh, grasses, shrubs. | Species: TRHE | Notes: 3 birds observed wading in marsh.",,,98,False
